"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"2031ab5a-89a5-5d71-8551-e35ebe73f79e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"0c0aac20-aba4-5a66-9dac-a009ae97a77b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"b440352e-077a-51cc-afc8-6e389bdac319","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"6b9c496a-463d-4aad-9747-0bb899818acc","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing"
"7959a73b-d13b-5f7d-968e-cd978d5fbaa4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"c23abcca-5811-5d09-9779-4d8d421bcd1a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"ae155d87-a75a-5e94-9581-b1ed96db71bd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"6ff48274-2c47-5f13-902b-7eecadf4a904","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"7090b2b2-ba88-54f0-8b91-362b077d8a62","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"d663e0cb-ffb2-5cc6-992d-0d067e862107","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"a25fb968-2e48-531b-958b-461523a23fcb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"31ff492f-de4e-5034-b699-e316b16517a9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"8f9a1b10-a80c-573a-9e1d-31fc7c0090bc","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-13","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"25ee8ab6-bf23-48f4-bad4-d510956aee67","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14"
"79fbb6ca-0cdf-49f0-896c-d5a997c54030","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids"
"4fb3c133-c907-5a0a-b5a9-a4bbbd4e9375","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"e5e693c4-3331-5383-9d44-f522324900c6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"af6b8227-ec5a-5d3a-bdbe-367666daa63f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"9abdc0fe-74b2-5356-896e-a0a798de7b06","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Batten joins offset"
"9d8c787c-44a1-5def-865b-cb3f60369c9a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Batten joins flush"
"afd5c2c6-ebef-54a1-a1f0-32567a499614","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"064f89f8-b1a6-5ca1-8041-8060f2119ee1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"3adc2eb6-451c-5ac2-8e63-cf144c1a2170","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"d6704ccf-1924-594b-a1f5-562d15389d7e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"cc6f5b1f-a8ba-5b94-9588-01025b3551ac","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"d28528bb-8b8e-5516-b0f6-5667a8448d7e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"65f4f211-7888-57d2-ab6b-a29f6b33176f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"ad552397-a434-5e05-9b35-a2e37ed0359b","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"90e4b06f-5ff5-4d62-ba25-c4696c6eff63","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing"
"cc881853-52e9-588a-9a3a-320641239bc3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"36edf764-2a55-511c-9a56-aab4b3afa118","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"e61de3b0-9834-54aa-a74c-47e936d5c01e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"b578f8fb-3493-5e3a-99c8-b2f0d46ff09f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"19b02e37-2a5e-5187-860f-63c176486801","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"8407aa36-b772-532e-9bd9-07d4a9d3cd5a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"0096ea83-3003-51cc-b7e5-b4dffbddf42d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"be491640-e023-55e0-883d-2288331d5206","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"19fb1e7e-6e28-5c56-bd61-fb19b1035b30","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"f3827730-95e3-4988-960a-ddf88e8b9578","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids"
"a18faabf-995a-5fc8-a36c-377c555608ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"956a2ea1-f752-5f18-ac9f-bbf4e864c06c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"57249261-a882-5624-874f-e7e1afe0d0c0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"1a57994c-b512-5646-b987-becca04e322c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Batten joins offset"
"ed75b3f0-4d46-529b-bf14-c36f6c8837ff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Batten joins flush"
"c9c5f5e1-f3ee-5e34-9689-bcd7413b9d33","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"4cf70a11-dd80-5f13-a4b2-2fe1d5db4fbb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"2f373a32-20ee-51c0-88f7-31e52c54f300","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"0073e8e0-b7c6-5add-9eb4-16bec851c444","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"644d9e13-f46e-5213-8727-d20b43ae92e6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"3e8643a9-7e84-5a4b-b6d3-ab11ab57d991","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"491fe0ff-3aca-57f8-bd81-e56d3b316b79","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"30b0ab49-26fa-5d2e-b76a-8af7ade71ab7","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-14","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"e1af745f-9e99-41ee-b4b5-f33e6fd6a9f1","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15"
"76f49397-ac0c-4fc5-945b-43136b26a960","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing"
"945182f7-e24d-599d-95a1-ee8cbd85dcf0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"4cff6bd8-fed0-57bb-b306-8d69542de40a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"8756ccf2-49aa-589b-89b2-38350c6d6357","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"5a1b09a0-4dc9-5b20-bb2e-a5e538a5db8a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"c45f4f6b-aad3-5718-932e-d40e363b099d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"b4e1f1e3-77cf-5189-ad24-03bbc7d820b2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"69276778-3a00-59cd-90a1-532782d5ead1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"7b3631eb-ae0b-5217-ad2f-261c61f03b26","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"b6b9b2bf-9de0-500d-9fe6-03a69fceaf85","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8e8b8bcb-b0d3-4601-bd85-d5ed7532e14f","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids"
"849f2919-7aa3-57e5-97c5-dec1d80852e0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"c28324c7-8c0a-504c-b222-62322922dd12","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"b2d27230-4e67-5b71-b8d8-9f9f14873eeb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"bd35f8b9-7a45-554e-9488-a8cef21ad453","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","Batten joins offset"
"a313d8b5-26af-588b-9383-9b0f1fd5f589","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","Batten joins flush"
"00afe911-6f89-5bec-8842-e2f3ed82a1de","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area B","Apartments","Bed G-15","PRE - S - Suspended ceiling grids","All hangers and clips installed"
