"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"091c66b8-395d-42a0-9f5e-53d77c07663d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"905efdc1-df68-4ccc-9792-59b4750cb9a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services"
"cbc5c778-eae4-4b78-a643-4fe05478290f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)"
"1972ece5-9e65-45c1-bb0d-d34953bbe012","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 1"
"0999ec0b-2048-4acc-935b-f8135072d6fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 2"
"de144d89-4aa4-43c4-94ee-330aa61dd02d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 3"
"56b4b8c9-efe5-498a-9536-dbe61e08f94b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4"
"b2e5c49d-5f14-4e1c-962a-cc56428580f3","","checklist-flat","pass","75180dba9da3255b68dedd748ee12838a79552bbe6e6fe74729584a56a5c5a49","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4","Zone 4"
"3a708b45-5622-5286-a91d-f2dd9e421fbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"afe35b49-d663-5360-a12e-6d542f99ee40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"78ccecbb-20b5-573c-a7db-99f614f76ca5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","As per AS 3500 test traps for leaks by discharging water into drains"
"1fee09cd-b6fc-5276-9988-b25a995ef51c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","Ensure all excess material is removed from work area & leave clean & tidy."
"b1ef6233-13f2-5cc6-8a23-8ef84bc76e48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","Are all works completed in this zone? Please attach site foreman signature."
"837f502e-7afd-4b26-b56e-af21c4fe90e1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In Water Services"
"514045e5-11f5-475c-a689-f07806f8a941","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water"
"a6a80fbc-58f7-42b0-994b-e84573111193","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food"
"c241b950-e793-4739-8f6d-bbe60b78ad2e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 1"
"37c89d6e-a3e1-4d0b-9fd5-945435511ad7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 2"
"f3b96c3d-fe69-47fb-aad8-23a1a933a733","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 3"
"a81d33de-1f3c-4261-aada-4ff7f2c851ed","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 4"
"435bb36c-75b7-4381-891c-02dfaaddae09","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 5"
"fbc7a45e-e37a-45e3-b5e9-8ecb57791905","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 6"
"9f0d0983-88c0-428f-a3e0-db9db240ec63","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 7"
"8b662e38-cc43-45dd-bd3f-386e6f62b625","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 8"
"d349ce23-b1e4-4ef8-9c49-b98c257e8dc3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 9"
"09a2d4e8-2eb5-45f0-bd19-f4c12d660489","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 10"
"adf67e24-2341-4e18-bb96-ce26cf1271c4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Fresh Food","Zone 11"
"4a7d57e8-b7b2-4ac1-b7a3-58428bc3327a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground"
"bbfa5830-ce4b-4465-82e2-bcaec39b5437","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 1"
"32b3d995-3c2f-4732-ae6b-86f5b7bd1db5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 2"
"67ada5e9-6c5b-47f9-be56-b17c7dc36b1d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 3"
"9bccb247-feba-4004-ade7-e58836a1474e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 4"
"5574d940-62e4-40ca-aba0-6722358b291e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5"
"f46aa0a1-e2f5-4d91-bbb1-d4200babe060","","checklist-flat","work-in-progress","bce9f4d86d59dc0127b9811db364e22f90beb693af853c0729fc843ac2480aa0","checklist-flat","FALSE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5"
"48da80a4-2793-5808-bb94-097fd5685217","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","All works to be set our as per approved IFC drawings and penetrations to be installed to - IFC Drawing No."
"2d366cdf-a122-53cd-895e-2eea0726e800","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"414dadde-854a-58e5-a33f-b847545d1f4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"ffa140b2-e3cc-54bf-b9fe-5e8a163ffbb9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"b9144d8c-094e-5b60-88ab-ffc456b1c661","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","All pipework to be tested to 1500 kPA for 30 minutes as per AS 3500:1 clause 18.3.1 & in accordance with specifications and requirements . Ensure isolation from authority main, fixtures, tapware and appliances while undertaking testing"
"c9265e0c-6f3e-584d-b41c-7813ebf81ef4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 5","Zone 5","Ensure all excess material is removed from work area & leave clean & tidy."
"fc77d301-da47-4e94-aac6-bd37398d712e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6"
"c2f20963-3a63-4795-80b9-d87dcafa631e","","checklist-flat","work-in-progress","bce9f4d86d59dc0127b9811db364e22f90beb693af853c0729fc843ac2480aa0","checklist-flat","FALSE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6"
"41e9365c-2172-5be1-bb93-e2532a8721eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","All works to be set our as per approved IFC drawings and penetrations to be installed to - IFC Drawing No."
"8fb63a4d-28d5-58cd-a7b2-c3681b2bc184","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"f9d592f4-5520-54af-8e99-9e8d8857284d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"8ba92366-5662-5f70-81d5-dcc9a529a38e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"760ecd54-8281-5fd2-9c54-98fdec89aac2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","All pipework to be tested to 1500 kPA for 30 minutes as per AS 3500:1 clause 18.3.1 & in accordance with specifications and requirements . Ensure isolation from authority main, fixtures, tapware and appliances while undertaking testing"
"c7a3e9c8-4c5e-50d9-9590-d99ad65248a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 6","Zone 6","Ensure all excess material is removed from work area & leave clean & tidy."
"b94f2764-4f3c-42f0-800d-cbfd2022dcee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 7"
"b11b0523-6a63-4bac-a81c-2856e1081528","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 8"
"c7bd010c-e505-4623-bc14-2a4b5c2d7b3d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 9"
"31d6eb9a-59b8-411f-bf2c-d941cf63ce37","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 10"
"d3cf24d9-3aef-494b-b4cf-be694ead9b08","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Lower Ground","Zone 11"
"e675370a-afa3-4a06-b415-4e908f12956b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground"
"05062901-e70f-47f2-b924-4f75d6830bea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 1"
"4ecd1c7c-d1ea-4b01-af06-6d894bbd6733","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 2"
"7da151aa-db39-4cea-9ee2-b246deadcead","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 3"
"cc48e021-b403-4d9f-9870-615f54f6dbd4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 4"
"784501a9-fc20-4217-9acd-0382c983f1ce","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 5"
"6211e014-4043-4964-9f53-42974cfff4c1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 6"
"4c944f54-43f8-402e-a9d8-49decbce0c17","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 7"
"d9f81e85-af24-4387-8e54-40ba1a94977e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 8"
"0fbd4429-a05b-4c1a-8218-36533ed1d7eb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 9"
"06a8b2fc-4437-4fdf-8279-dd203fb680aa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 10"
"8ebd64b2-3769-4d69-80bc-f8d01bc643da","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Ground","Zone 11"
"31b7d35f-4ef6-4cf3-abc8-793cf26a2ea6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1"
"978023fa-4b50-4bfd-b001-bb121ff2c96a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 1"
"d1ec1b4a-e854-4101-a998-d45e0be2d308","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 2"
"f7682103-0bb4-4abe-83d2-a8b312fafea1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 3"
"eacdc50c-cc3f-4e43-920e-a59ba3170203","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 4"
"d5a1e77d-24c6-4e94-b63c-eacfbd78b18c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 5"
"7a15f48c-234d-453c-a0d3-72222ea25846","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 6"
"0f65ce7e-6d6e-48fa-9df9-3f926d645eeb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 7"
"528726f4-9da0-43ce-843d-73d3f8e58a23","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 8"
"e99f94ff-54b5-471e-b91f-3b85d7457721","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 9"
"1757fedf-9538-4d15-96a3-63cc5f562c74","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 10"
"ea9f376a-2e55-4def-9ec9-7dbbcbdcf014","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Cold Water","Level 1","Zone 11"
"33f5385d-4d50-4f96-a2b8-9a74d65c3b37","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water"
"9bd37d9c-3e64-4096-b4cc-ff3150be5fc3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food"
"254a53bc-4dee-4bdf-aced-96e8f00485cb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 1"
"fcda152b-7700-4bff-9307-41b43b8135b4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 2"
"b89c609e-a5d3-48bb-9be7-31aec129a401","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 3"
"0e92b73f-4d22-484d-a27f-6cbfd79cea91","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 4"
"9c337d67-b3ae-4a91-9aa7-1dea95860be9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 5"
"37ea0b32-1497-424d-92df-40f9b1e573e4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 6"
"c36bafae-c31e-437c-aeb5-7f1e002bb3d4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 7"
"ab473337-64a3-461c-b16e-e199a32bb000","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 8"
"1879702e-1a5f-4e1e-9351-530b15d18d08","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 9"
"af65bd5e-e979-45b7-97d9-b7e8306d5e12","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rough In Water Services","Hot Water","Fresh Food","Zone 10"
