"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"aa339a3a-cc71-594b-bb6d-6b1910c9ae63","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"8cd8f4fd-e58b-5418-ae41-3e040e45108c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","Spax screws installed as per structural design"
"b2a1d9c3-a305-5f35-9c0c-b181987b1a60","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","Bracing elements installed as per S1-03"
"f50ac937-c27e-5da9-ae1f-02737c895e78","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","Gib quiet ties installed"
"981fa7a2-09cd-5454-af3b-1202a723d8ed","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"219d4faf-5e41-5f26-a7c1-d91f5ba6ddbf","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Interior Framing","All Wall framing checks completed & Inspections carried out"
"ce90ba4f-e269-4233-badf-6b32be173340","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Timber Architraves & Skirtings & Jamb liners"
"03cea2fb-df50-5429-a545-7daa3712970b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"58075f15-dbda-520d-b8ab-1b46ee07e762","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"c0e13343-b6f2-5148-bdbb-a8783d760663","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"47f969cc-ab75-5349-b581-43100fdd6d15","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"729a891f-a990-42d1-a177-a56acb605ebe","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Doors"
"ddf0fe88-d001-540f-a8e4-60bf51d89828","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Doors","Check opening is correct and plumb"
"946b893d-8092-5f2f-96dc-5e7ea01e8452","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Doors","Doors installed within tolerances"
"3b371726-2636-5b30-a98d-d04d9c6a186f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Doors","Fire seal installed if fire door"
"8f2094c8-ba56-586b-aafb-3ee7b60170db","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.30 - Circulation","Doors","Floor gap is correct"
"428783e5-cdfe-410e-893c-147136db60c0","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1"
"014373fa-352c-4fbb-9162-e8ce1d2f8176","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing"
"904e7b9c-a127-571c-9c38-c4f38eaebc43","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"710404fe-6d64-5a31-a5d7-8466e809d3aa","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"aed7b03e-3334-5c7d-b560-9ac8816cd976","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"f1261034-4b8e-54f8-a4a1-3ee569936ed5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"cd392c05-aef0-5402-ba75-b9ae67fff1ad","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"c78844fe-7fe1-573e-99a6-a56d5007f093","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"fab67a94-d7b3-52b3-9ba2-ed19fc68db14","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
"e2d9c2f0-0a93-5c45-b087-a3d9f543a635","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"a418923d-e631-5360-8602-d05783d7b6c7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"bf7b04e6-0cd7-5fbd-8ddb-dc84cec4016f","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"c68f1422-1b35-589d-9f16-d72d589f944e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"acf7d00f-bb4d-471a-9954-500e979d836a","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"1731068f-2ec3-50f8-bac1-a36a1a926ba7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"6e6dd1a4-7b4b-5a05-8bd2-4fe8def0231c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"74597134-b9eb-504c-9f49-0e9956d81b2e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"900f2794-701f-571f-b8bd-a4f6a6c28efd","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"418b1946-0b9d-4305-9595-9b6db2e787a7","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Doors"
"d951da04-18ed-5d7f-a59a-0ea729677bed","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"36d48dad-3ae6-54a8-9d93-18372a7c470b","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"bc47aa01-d64d-5acd-b862-7f8847926725","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"ad7e7070-7172-51a9-a802-7458814588bb","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.31 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"8f28243d-bd54-493d-9cc5-78aa2f91a37b","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1"
"aafbcc73-9d97-43c0-9997-9c3740a8f546","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing"
"4a3665d4-dce4-5e40-9fa5-b06d305ff276","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"01065ba8-130c-55f0-b688-4b9e1dcb8d98","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
"3cd58f28-a2f9-5536-b7b1-3095e1ac38d6","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Wall locations checked, correct and approved as per latest revised drawing"
"0043fbb3-2b72-58b1-a5b1-9e18707bc3c6","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Fixings and hold down bolts checked and correct as per structural dwgs"
"07a6c4b9-98c8-5a04-9448-0eeb5eaba874","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","All openings (doors / windows etc) checked - Refer door supplier shop drawings"
"57cb25ce-869f-566e-9a63-9bc038fd7c02","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Wall checked (straight and plumb) and within tolerance"
"603c4f80-dcd7-52e5-a09a-07c1de0b1984","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Spax screws installed as per structural design"
"f2bbe3c7-3c1f-53c9-bd8d-72cbb144647e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Bracing elements installed as per S1-03"
"98f9a474-5a9b-54cd-b749-14dd49ac3668","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","Gib quiet ties installed"
"00e44104-2978-54ad-b6a9-05571a9f1d41","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","All relevant nogs (service and special/fixtures) installed, checked and correct"
"f0f44bef-862d-5bc4-a618-a63b74d3cec8","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Interior Framing","All Wall framing checks completed & Inspections carried out"
"6724846a-7e6a-41a2-b158-bf2430c1165d","","checklist-flat","not-started","Timber Architraves & Skirtings & Jamb liners","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners"
"a24a24b2-a669-54fd-8d9d-775695881587","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of skirtings as per drawings"
"ba131b86-a219-5e66-83e1-594f73e99b26","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Type of architraves installed as per drawings"
"8fea18d7-7d9c-5ee6-afc9-c1b1b59b314e","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Have all the architraves/skirtings been installed with consistent even margin?"
"069ea3a7-c5ef-54c0-a14d-38c15781e014","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Timber Architraves & Skirtings & Jamb liners","Jamb liners installed"
"2f1f8625-c6ca-4e53-bc7c-1fd9c63ee43f","","checklist-flat","not-started","Internal Checklists - Doors","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Doors"
"4498f904-43eb-5ee8-bef4-e255ffcc1cb9","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Doors","Check opening is correct and plumb"
"28a2c5c5-3895-5524-9925-5c9e2cd83fe7","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Doors","Doors installed within tolerances"
"333bf2a4-7d8c-52c4-b52d-02aee7588cea","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Doors","Fire seal installed if fire door"
"a7f5fadd-666c-56c4-a435-e5d185fd1b5c","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.32 - Care Suite - Type CS-1","Doors","Floor gap is correct"
"b7fa31f5-2565-4958-8cc9-9f78d74c67c0","","folder-normal","not-started","","step","TRUE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.33 - Care Suite - Type CS-1"
"eafdc2a0-c55a-4347-8cdd-d8a1613813a8","","checklist-flat","not-started","d01d72c8a1c8fd2fc1460576c5b5aa2fbf45285dc613993d6a7628457d5f2c96","checklist-flat","FALSE","FALSE","Internal Works QA","Internal Checklist Ground Floor","G.33 - Care Suite - Type CS-1","Interior Framing"
"cf7c9fdf-34fd-50f8-8230-357266ef5cd0","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.33 - Care Suite - Type CS-1","Interior Framing","General information recorded"
"e6015de8-cc52-56d5-a0e1-0472dd4c1eb5","","checkpoint-status","not-started","","","TRUE","TRUE","Internal Works QA","Internal Checklist Ground Floor","G.33 - Care Suite - Type CS-1","Interior Framing","DPC installed, checked and correct as per specification"
