"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f053c89d-8907-4c34-958a-c06df2b8334e","","checklist-flat","work-in-progress","c6e66142321f04d98d9e5ad1b0964b2f6448ff942b808391f4c42596010219ea","checklist-flat","FALSE","FALSE","Eve - Project Details"
"37d30fcf-8035-5c28-a029-d9c1ca2eadea","","checkpoint-status","pass","","","TRUE","TRUE","Eve - Project Details","Project details entered below"
"07ff5dfe-7144-563b-9ff7-452e0e560277","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Grouts submitted for approval (UPLOAD TDS and SDS for each grout submitted)"
"848975a0-b829-5dd6-a45a-bb3f80f97dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted grouts been approved? (UPLOAD copy of approval)"
"e50c413c-6da4-5329-a6d6-62a57237dbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Caulking products submitted for approval (UPLOAD TDS and SDS for each caulking product submitted)"
"9cc806fa-9091-5872-8f13-c42ce87514f0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted caulking products been approved? (UPLOAD copy of approval)"
"8d73931a-37e7-50b6-93f1-e20b9615261f","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Patching products submitted for approval (UPLOAD TDS and SDS for each patching product submitted)"
"9a6d6c75-f47e-5e5c-a847-0264aef014ef","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have patching products been approved? (UPLOAD copy of approval)"
"f5d7d255-8963-4d55-9757-3f2ccd65355d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA"
"c1624075-e0c9-4c04-958a-2ea044578f89","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"075baef4-ed01-4a3d-b99b-a84ad404aa5f","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Column"
"12280e7c-0fe5-4ddc-9af9-5536cc334cae","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03"
"ba51723e-6a0d-55ed-9571-d6dc7a1452be","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03","Manufacturing Documents"
"047d8e61-6b06-5937-b85e-9715302f735d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C11","Post-Pour / Pre Delivery Checks","Visual Check"
"fffd8af3-346b-5364-964b-3b4304bf2307","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C11","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"88c79cfd-fd30-54e0-8f09-2bc8871357fd","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C11","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"17bb6b29-131f-53fc-97aa-548bfda70343","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C11","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"8dcfc316-2397-5ecc-8079-921d3ac68f74","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C11","Concrete Test Results"
"2bc9bb2c-fb02-56ed-9f7a-d16631671ea1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C11","Concrete Test Results","Concrete Test Result attached"
"5d238017-7c42-446c-adc2-0f104a938b93","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15"
"d93ea3ee-ef56-510c-bf23-2998d37fc439","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15","Manufacturing Documents"
"11c1bef8-e557-5d3a-9835-7b9bf120ff66","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Manufacturing Documents","IFC Element Drawing"
"b4cf826c-2bc3-5d19-bc7e-29c21d7d3364","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"21ff0fd5-5e5c-58a0-ae3f-e7f002ee9398","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Manufacturing Documents","Secondary Lifting Certification"
"835c5adc-3883-5d66-b8df-f49f32ce03f6","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks"
"9b62c703-4ac8-5305-955c-89f4950c1d16","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Mould check"
"87acd935-8732-5f1b-9ddf-251284127292","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Reinforcing check"
"8ca04eae-9006-5f06-aeed-04fb256d57f4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Cast in items check"
"aacafb39-da32-560b-8832-51385553b2a5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Check Minimum Cover"
"538696fa-c0d5-5030-9b95-78a9f5dccf7f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","ID Tag installed in non-visible face"
"70ab0c5a-c876-519f-9def-c550d9063175","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"e83fd441-742f-5bcc-9212-1c8232389466","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"b97d85da-76ae-533b-860b-a6289c57f423","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15","Concrete Pour Checks"
"04ea6df6-33ea-5d28-b953-0dd3e8f8a92c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Concrete Pour Checks","Concrete Strength correct as per design"
"e7440a83-f004-54b3-9d2f-02e6188477aa","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15","Post-Pour / Pre Delivery Checks"
"7d937285-938c-520e-be3d-e5f20ccac2d6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Post-Pour / Pre Delivery Checks","Visual Check"
"dc2731f2-cf8e-5842-9ff8-2303d9dab346","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"657f7ce0-94e0-5d93-ab4f-5088c2176249","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"0337e0e1-54b3-591c-8ff8-7830d57b3007","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"abbacd46-052f-5a71-8622-a4d1931a7836","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C15","Concrete Test Results"
"6cb12cfd-0624-5667-82a8-5cfe509fa069","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C15","Concrete Test Results","Concrete Test Result attached"
"bdd0fc63-d22f-45d8-86e2-35147b3324c0","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16"
"f112a5dc-2e86-5be8-a05f-0a9bc4e68ba1","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16","Manufacturing Documents"
"5178eec7-164e-5cd8-8324-b9445ae03111","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Manufacturing Documents","IFC Element Drawing"
"5f5dc708-1fb5-5f88-a34b-ee9e173c46c1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"151fa714-291d-5014-b074-2e542affb42b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Manufacturing Documents","Secondary Lifting Certification"
"65b31be0-d233-5974-81db-c61dbb034f2a","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks"
"442d3409-3946-583b-bcb8-24cdebe1cba1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Mould check"
"ad942094-47eb-5370-9470-44accb3b5016","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Reinforcing check"
"f983a10e-74a6-59fd-b30a-bd5811bb5022","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Cast in items check"
"66601950-eb70-59d7-9d57-1640ab1b9272","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Check Minimum Cover"
"f4c53f78-5709-5480-b482-63e717c88853","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","ID Tag installed in non-visible face"
"fbd4a88a-288e-5883-b6c0-126880b5a77c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"cbdea35e-cd7c-5620-8651-cdfca5cd515a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"1b60a304-252d-50cd-b61a-e807fc41c2c1","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16","Concrete Pour Checks"
"bae43ae1-3494-5ed5-b5e6-761a6471ff21","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Concrete Pour Checks","Concrete Strength correct as per design"
"9c009135-7e53-5811-ac0f-961fdd8d1e12","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16","Post-Pour / Pre Delivery Checks"
"c8a40990-8716-5e01-9d3d-b1b88a71ae2d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Post-Pour / Pre Delivery Checks","Visual Check"
"c13b20b0-933d-51d6-93e1-f35a51c7b354","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"e22bdd6e-d1e1-5c89-8ba4-e68ee3fabcec","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"2db0565e-5adb-5f8f-bbfa-df0ff246a98c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"1499a593-c4ca-5248-b7ad-f1f4a142078e","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Column","L13-C16","Concrete Test Results"
"4882d0d6-a5d0-5d97-96d5-bd93a6a9d3ad","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Column","L13-C16","Concrete Test Results","Concrete Test Result attached"
"836f1401-5a07-48a6-88ac-73fbf0ffbc91","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 13","Panel"
"eebb1f01-72ca-48d6-b12f-e4fb2be2909c","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01"
"49298a92-f638-5157-a2cb-7fd4d591e469","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01","Manufacturing Documents"
"8b6cf729-d41e-5e30-849c-ad57a167da6d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Manufacturing Documents","IFC Element Drawing"
"15dec19d-517e-5921-9be1-f4c4f4592bcc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"a8a43891-4f70-5286-879a-3c91b68ba3c9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Manufacturing Documents","Secondary Lifting Certification"
"02f40ef4-1599-54a3-9d7b-74abbaf051e3","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks"
"0e105e39-19ab-509f-a1e2-c41370a00192","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Mould check"
"006bd504-047a-59eb-87cb-adba772ab27e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Reinforcing check"
"f6205531-a434-5652-8797-462015efac28","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Cast in items check"
"d829d8cb-2361-5045-94c6-080ab3144fcc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Check Minimum Cover"
"41e7139e-c0eb-54ef-ad89-cd631962415f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","ID Tag installed in non-visible face"
"1219e6a7-3c2e-5631-99c7-db46e710ef82","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"06121320-b767-57ba-bf61-9ea42465fa72","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"726c708b-d527-52b8-b369-00db962eb54b","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01","Concrete Pour Checks"
"524cf78b-57dd-5645-8dc4-52b480643f17","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Concrete Pour Checks","Concrete Strength correct as per design"
"23d3c0dc-6acb-54d5-8653-95a7e13fceb4","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01","Post-Pour / Pre Delivery Checks"
"ac5cd076-593a-51e0-bdc3-b92ef45498d2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Post-Pour / Pre Delivery Checks","Visual Check"
"a8dbaabb-7828-5952-b527-43fc8b8e4525","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"2d8664e7-995b-5e5d-a42d-c76b1ce42bc5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"05dc515a-1ff5-5579-aa5d-afd1d4eb558c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"0ebe0b3a-10ec-50f4-b4bb-df4cd84af545","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P01","Concrete Test Results"
"00d12ef6-1073-55b7-98c6-9727b89c1a28","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P01","Concrete Test Results","Concrete Test Result attached"
"bc41cb15-02de-4a42-91fb-a66759cc092a","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02"
"0ab0d527-abcb-53b9-912b-c33e7b866e79","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02","Manufacturing Documents"
"43cee57d-65e7-51df-9ed5-c1c787e5d73a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Manufacturing Documents","IFC Element Drawing"
"23c7623d-e0ab-5c2b-b2d8-feeecb8e725d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"e858eab7-1387-56bd-be7e-8448ec647b65","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Manufacturing Documents","Secondary Lifting Certification"
"362fc4c3-2057-5ae7-848a-d6111ddb53b9","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks"
"3ceeb24d-6c7f-5546-b955-d06f8b8d9baf","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Mould check"
"60971666-be22-5efc-87c7-25fdaed80f02","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Reinforcing check"
"e4998993-8668-560a-aa04-5d9e7f99563c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Cast in items check"
"e31f7e11-d8b9-504e-a508-73c8bc85b125","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Check Minimum Cover"
"5a025c1c-e339-51b8-9c3d-0b702c9cf69e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","ID Tag installed in non-visible face"
"2054041b-f871-5673-afa8-22fba10c8158","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"5c9e79c1-9c2c-505c-a5c7-05c57477cbaf","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"cb83ce17-6aec-5707-a4fc-066aa7f77904","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02","Concrete Pour Checks"
"7dbe64f1-e868-50a0-9416-bef74aafdb85","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Concrete Pour Checks","Concrete Strength correct as per design"
"e971e0e6-d514-507d-aebc-6568a4053575","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02","Post-Pour / Pre Delivery Checks"
"37c91379-1eca-5881-9f7a-c263cbcbaf5e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Post-Pour / Pre Delivery Checks","Visual Check"
"561d258f-23ce-5967-bed5-ece314708365","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"34a6fea7-43b5-51d9-b8e5-caec374b8b90","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"55c9d38d-d2ed-5fab-9a53-885422e17a3c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"68356a80-9349-56cd-a406-a962f18ecf2f","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P02","Concrete Test Results"
"eecfbe9b-ae06-5504-b69f-f96b63ea330b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P02","Concrete Test Results","Concrete Test Result attached"
"d62db0fd-5db1-40d1-8b66-b370639ec3ad","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P05"
"da0d6f9e-8e8e-5dc1-8348-72a02951d4f2","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P05","Manufacturing Documents"
"4ccf3098-219d-5f49-bfaf-c8d7f367486b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Manufacturing Documents","IFC Element Drawing"
"7220227a-b3a0-5250-8a1d-22e384fe2de9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"3d145f14-2a27-5f2c-950d-3dcfd6051bf3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Manufacturing Documents","Secondary Lifting Certification"
"952ca524-fd2a-5dca-97e5-228361797b4b","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks"
"e58996fb-1638-5db6-b17d-d3c1271aa88d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks","Mould check"
"92bbaf9f-0dff-5156-a564-9f0f70e2bbe9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks","Reinforcing check"
"43188cf5-d7bb-521b-a006-a2e0b17e4e54","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks","Cast in items check"
"c1501880-fbb3-5549-9c58-ba3fdb1adab9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks","Check Minimum Cover"
"b9d0a667-1281-52c0-88fd-b8b08ecfc543","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 13","Panel","L13-P05","Pre-Pour Checks","ID Tag installed in non-visible face"
