"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"6fcffc44-d754-58f8-932a-c7914a435d81","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","ASSET NO#"
"2afec5ac-f31d-5615-b83a-273f131bb424","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","Asset Description"
"55f7679b-910f-5a0e-b89b-8d2c7e14906c","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","Asset Serial Number"
"a697105d-cec3-503e-bcf4-ef734f5b9032","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","Damage or Missing Parts"
"38efc9c0-5b58-5498-8616-5bb62e029868","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","Current Location"
"56b3a7bb-0704-5775-94f1-f75eff69c2b6","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS","Staff Sign Out"
"6289cee9-8881-4bd3-afc4-e056a5242a68","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES"
"873cf9f0-74d3-5417-b906-2f7298e90bfe","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","ASSET NO#"
"811292c6-49d0-5abb-ac30-b4ecbca7cd1e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","Asset Description"
"04dde0db-b4dd-5f26-a819-145e102805b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","Asset Serial Number"
"cf5ab2f3-6c6a-58e1-900d-08d93d9bc9cf","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","Damage or Missing Parts"
"23371f3f-0553-5a22-ae82-d26f1814bd82","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","Current Location"
"90ffc44d-7a6d-5412-b9a5-8c04fd6a7b36","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0094 BOTTLE STAND BASE PLATES","Staff Sign Out"
"d43a55eb-ddbf-4c3c-9ae0-9c079a1dce99","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL"
"40857047-88dd-53a7-8cdb-2c3274d29aad","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","ASSET NO#"
"354efe67-5072-5c39-90b9-e50d813b8ac9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","Asset Description"
"dba0b31a-d87d-5d20-9711-845f2cff37a1","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","Asset Serial Number"
"50947ebd-4a43-57ec-8859-54c4eb0c58f3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","Damage or Missing Parts"
"27c18db4-aa34-507e-abb3-71af15164034","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","Current Location"
"4b18517d-b4f2-5be7-b9f4-4eff384e108e","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0095 CABLE MATING SMALL","Staff Sign Out"
"921a8add-3bc5-4585-b5ec-2d2d231a46c9","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE"
"12012fa7-533c-53c5-abb3-c10d11218f6b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","ASSET NO#"
"8f584a75-fa93-51d6-ae10-075fafe01551","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","Asset Description"
"90d96dc0-bffc-51e2-ada1-1c3ebc865035","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","Asset Serial Number"
"27165bc0-3c42-57e9-8e78-59822d4833f0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","Damage or Missing Parts"
"7eacfce2-bb20-50c8-8d54-1d4dca7dc7ea","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","Current Location"
"0ab597ee-612a-5a4c-b1e2-34e932e43a8d","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0096 CABLE MATING LARGE","Staff Sign Out"
"c6191f27-95cf-4b55-83e1-3242d032d52a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET "
"ab6b082b-98b7-546d-9d82-ac9d3e000245","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","ASSET NO#"
"55bbf650-2e40-59b0-a795-96b2c94a038a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","Asset Description"
"7c43bde1-b926-530b-ac4c-dbc179ac9bb4","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","Asset Serial Number"
"fa8acf26-6a5d-5dd1-a868-f74f975fbf73","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","Damage or Missing Parts"
"09fc2730-f46d-5f75-8343-2f75f4892b36","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","Current Location"
"cb450ffc-bdd4-5092-bbf2-9656d436c4a5","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0097 WATER JET ","Staff Sign Out"
"e7aa958d-e959-4d58-81fe-b8ef7cba4375","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS "
"18cd1e4b-5d04-5979-9ca8-3eba3db768fb","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","ASSET NO#"
"48401b2d-6b34-560d-97c4-f647d84089a6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","Asset Description"
"46213562-aae8-5611-ac6d-9225cca781cf","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","Asset Serial Number"
"fa1a04ce-586b-581a-ab10-15e671dfaecb","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","Damage or Missing Parts"
"32e33b6a-c263-5667-9eaf-59719f414443","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","Current Location"
"a286c2cb-f9cc-597a-bfd5-64a17aea0d01","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0098 LPG GAS REGULATOR MANIFOLDS ","Staff Sign Out"
"67a0557d-a075-4bd5-818d-cea368f4b984","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD "
"7599de53-d502-5e1d-a4ab-c0617e16a466","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","ASSET NO#"
"c872b3c2-89c2-5484-b710-e931363c7a75","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","Asset Description"
"9acd647f-7d6b-5b6b-892d-b521624ec99c","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","Asset Serial Number"
"9d927905-b893-5932-9bb1-d4b57b397233","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","Damage or Missing Parts"
"2d89fa4c-060e-5e36-919a-26829edd03a7","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","Current Location"
"b6ab6975-b41f-5fde-a201-a98c5e6330e5","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0099 3m - 3 POINT GAS LINE MANIFOLD ","Staff Sign Out"
"85703416-10a8-4c92-923f-0cc7944a07e9","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD "
"1119dd8b-d1dd-5f10-bbe9-954a863ef712","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","ASSET NO#"
"776e36dd-aa37-5e1f-8a03-ca22856c78bc","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","Asset Description"
"e9477690-0bfa-53c6-84d8-b408f1acfbee","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","Asset Serial Number"
"1c780cfa-f149-541f-9699-5f3061d8321e","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","Damage or Missing Parts"
"090ccd68-73d3-5548-b012-8e84ca6fe4e8","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","Current Location"
"767c512e-0c07-5a69-8e4e-0887dcc2e869","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0100 1M - 3 POINT GAS LINE MANIFOLD ","Staff Sign Out"
"0f75fa7a-c592-48f2-8427-50046a649046","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE "
"8f9d3c14-480a-5a2a-8b7e-44abda29cd01","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","ASSET NO#"
"7debefbe-469f-5a4c-ab35-9c3cb1633506","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","Asset Description"
"b8393a4d-990b-54cc-9895-2e393cffab18","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","Asset Serial Number"
"f643bbd6-c7b0-5b59-9fdd-5f105b61cf4f","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","Damage or Missing Parts"
"7860f969-ead9-513d-a4aa-225f0bde80b1","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","Current Location"
"d1b220b1-8b15-572f-942a-c5ad5765b72e","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0101 TIGERTAIL PIPELINE ","Staff Sign Out"
"63b3b862-1d2a-4346-b87b-3764754de644","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1"
"ea60ac4f-84b1-5614-a1ed-80848c656b81","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","ASSET NO#"
"b8948655-5e9c-5c49-9f68-767793ec99b3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","Asset Description"
"8abf1623-8dde-510e-94e3-916f38f11ba1","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","Asset Serial Number"
"0d86542e-9b71-5fe5-9f6d-120f0ffa4aca","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","Damage or Missing Parts"
"db77a396-188e-5de3-a66f-e6b1149d38c5","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","Current Location"
"fdad31f7-41c9-53a2-be12-09f0649543da","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0102 BSAFE ROOFING KIT 1","Staff Sign Out"
"4bb667d7-5523-4574-a8d5-17cebdea86de","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2"
"dc07a16a-79e7-5892-aa57-033bfaea7306","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","ASSET NO#"
"a7f1ece5-b74f-50cd-ba2d-8217caf795bf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","Asset Description"
"ad7554d8-f8ff-503a-b846-ea039596da0b","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","Asset Serial Number"
"fc756691-33ae-5231-9404-14d228071079","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","Damage or Missing Parts"
"752af6f0-b42b-5593-8226-c4031cc0bfdc","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","Current Location"
"67bfe77d-f14e-53ae-948d-531219111e3a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0103 BSAFE ROOFING KIT 2","Staff Sign Out"
"45aaf2d0-e527-4db8-9d8e-a149e1332356","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3"
"af004c0a-01a2-5543-ab12-ab620fa2af53","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","ASSET NO#"
"71d34802-92bd-526c-8626-403d011591fd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","Asset Description"
"09818dcb-580d-54e0-ad4b-cc6259cc0131","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","Asset Serial Number"
"88a5f2d4-1b67-5f41-8465-9eace807cb95","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","Damage or Missing Parts"
"b91de4b3-ec35-5d1b-81bf-6968e902522e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","Current Location"
"c8478975-d24e-5627-adb7-c3dccc725cef","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0104 BSAFE ROOFING KIT 3","Staff Sign Out"
"3a0617da-aca8-4724-b56c-19d955c252c5","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4"
"323d7576-5b5d-514e-96e2-b0826dc52b8c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","ASSET NO#"
"d9674a71-c0d8-5ad7-beac-f079e3b6adea","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","Asset Description"
"823bd71e-6e33-5e67-9cb7-7f566a7430e0","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","Asset Serial Number"
"c01baa14-4466-5e70-a5f0-3c7027d37dd2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","Damage or Missing Parts"
"dfad0767-42db-53db-9070-1153f0e7cc87","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","Current Location"
"f0eb668e-9aad-5bae-a9ef-692abbf9ff02","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0105 BSAFE ROOFING KIT 4","Staff Sign Out"
"e16f2146-1aa3-4bf7-bf91-0cdebb3e720c","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564"
"0e90d995-9f20-58be-84d1-a9d2b93a6511","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","ASSET NO#"
"cb02ee27-8eff-5634-91f4-5a2c4f65aab2","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","Asset Description"
"8e2b9da5-a617-5529-b28d-cb1f5516a2ae","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","Asset Serial Number"
"3cf0ecf2-abe9-5ca9-9088-cb57e5f1378f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","Damage or Missing Parts"
"50688873-7265-5dcb-baa0-35102c598de2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","Current Location"
"7b00d980-a698-5089-ada8-acd8fa061df9","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0106 - FIRST AID KIT VEHICLE RHYS CEN564","Staff Sign Out"
"927a92a2-921c-447f-97a9-2b2d28d39d60","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX"
"43160f3c-d26d-5c09-a6ad-3c373b3a8def","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","ASSET NO#"
"de9feefb-a4d3-5f0e-99c4-f4016a8f5f47","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","Asset Description"
"5d4c1282-25b0-59d6-9910-7cbfe4be03ff","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","Asset Serial Number"
"35a1af9e-7f5d-5a17-bfee-d2ad62421b91","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","Damage or Missing Parts"
"83cfb6c0-1b2f-53c4-bad5-9ac5d08b268f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","Current Location"
"7a1b412e-ceef-5e76-b90b-1ed68854af73","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0107 - FIRST AID KIT VEHICLE JACKSON 1IO 2XX","Staff Sign Out"
"b447ea0b-d7e2-4c9d-b893-17e169f04985","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU"
"57c1aca6-f291-5851-80ee-e91e10df6faa","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","ASSET NO#"
"6b64e0e1-47f6-57ec-9732-847a7e93a392","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","Asset Description"
"9d447b4c-3346-5c1f-9de4-f91dc16fe2cc","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","Asset Serial Number"
"7f46d0ac-bf0c-5eff-bd11-d5222e8e5786","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","Damage or Missing Parts"
"1e162d35-cad4-5849-9914-5b82d6e5c009","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","Current Location"
"212328ca-0985-5f5c-8d97-acf5bec8e374","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0108 - FIRST AID KIT VEHICLE LACHLAN 1IO 2XU","Staff Sign Out"
"cc9655a9-c266-45bf-a77a-f9f68c196cca","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT"
"834fa489-938c-5671-8ed1-0d2e88a71295","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","ASSET NO#"
"895b60ee-be35-5674-996d-ea1f4e885b56","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","Asset Description"
"17f56372-f81c-568c-9ec5-9f475eedbdce","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","Asset Serial Number"
"6653c53a-6773-5a7a-aff3-f4b013c56d43","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","Damage or Missing Parts"
"8d4a6b65-ed5a-586d-a306-f1858e9d58a1","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","Current Location"
"e98f23de-3f56-58f5-8563-a1afb0767a82","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0109 - FIRST AID KIT VEHICLE ANDY 1NE1MT","Staff Sign Out"
"1d4f8573-984f-4aa6-b6e4-fc4ecdd451db","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA"
"bd18a961-404b-5b2d-a1f6-8af8671bf6d5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","ASSET NO#"
"aac194e7-4210-5c72-90e1-40fe3f880da1","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","Asset Description"
"e1d5e6d3-afb9-5128-a00f-ff7c46caf20f","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","Asset Serial Number"
"a90467b8-52ac-5ed6-b828-eb780b81031d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","Damage or Missing Parts"
"ce030944-64f8-54d0-8da3-7128d6b663c3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","Current Location"
"a370cec9-1f63-5565-abd4-dbe087b3b294","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0110 - FIRST AID KIT VEHICLE MATT 1UK5XA","Staff Sign Out"
"3b0bf7ab-b83b-48a6-806e-0bdf8100544f","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER"
"bce08c63-55b0-50c9-913a-411614c1a1ff","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","ASSET NO#"
"abffe942-f383-5cca-8460-4af701a2077a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","Asset Description"
"763237aa-8818-571f-ab77-e9dd52029048","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0111 MILWAUKEE CHIPPER","Asset Serial Number"
