"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"6a313cf8-b7dc-5ca8-8966-59374a34381f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"403b6adf-307e-5454-b3ac-20a4f32fdfd4","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"732320ef-e535-5dea-a12c-ddab9eeaf1d1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"ba9dfd8c-1e0d-548b-b887-c522a42dee45","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"d894d10a-4708-562c-a84e-05110734bcb7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"28d4ab36-c1ed-588c-ae77-1c1ade8a3d08","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"0159c2b2-f673-48ba-b18a-2d5c9d2cc361","","work-in-progress","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation"
"34ab34b3-a172-5784-94a5-11698f677ea4","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:"
"83934238-7d8c-5730-adbb-6f28808acde0","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"628f3f8b-2d8a-5a4c-b917-b52cab1e825d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"7ece92aa-d074-5c29-a905-bc1b25f683b8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with current drawings & specifications"
"dc607943-de09-542c-9721-412cf60ccfd2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"dc42436c-06a2-52eb-948a-e69c82189c90","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check for damage or leaks"
"c8924eb2-d6c6-53e4-bb85-ac43b2ed8d6a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check fixing points are secure"
"d688c84c-1e61-5688-bea8-65449d097ebb","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check level & alignment"
"56cb9f5c-9760-5b21-a86d-01e6c846e413","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check isolation valves & non-return valves"
"e2e1b7ff-32b2-5cfa-96c0-1b7e4f0ad7ed","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check pressure reduction valve (if specified)"
"cae9dfea-d6dc-5828-a00c-c3ab0a6a3429","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste & water hoses are not twisted or kinked"
"3c783a11-282b-552b-afca-5447525e5e53","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste hose height under cabinet"
"c594a05a-6367-5c90-b4cd-2443e7635c27","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check waste connection to trap"
"36ecaa7b-e153-59b9-8488-564d7b89349b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check all functions & controls for correct operation"
"daef0e83-204a-4277-9fa6-c00a837c759c","","work-in-progress","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"6c8772ed-3919-5e20-8d25-b8d3beb3fa1d","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:"
"3f895d29-447d-56cb-a435-897017414190","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"84f7bea6-1f26-5793-a405-50b671e8d1ad","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"e5bd0afe-59f7-5b90-9713-916ecd7b6eb2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"22b44799-8771-5301-9200-0395826a398f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"5d84ea94-acb6-56b7-882c-5438cf749e66","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"d1d73b71-2f49-5a0f-b141-9888340ee7ca","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"fc641871-968a-5fe3-ae3e-1864d2b5c838","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"13da98a5-74d9-5fc5-b323-f23e0ef9ea9c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"6e49d687-b16a-5c35-b158-da425e9a1fb1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"719e76da-c331-55f9-9a89-b3db709bdde2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"087c3a82-5674-5554-b364-0e2c3e4dd3e8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"26069714-f35c-59f8-98c0-6ffba8ccfe09","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"b7743abb-147a-5824-b9ed-c75325748239","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"2cc0bc09-5699-5c45-b26e-d2f27edf41fa","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check caulking"
"7f60965a-e12b-4d87-9553-2800f5369e8f","","work-in-progress","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation"
"de9659b1-3721-5ecb-894a-61ce51d8737b","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:"
"068a763c-96b3-5e0f-b819-5bfd780417f2","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"98b5f467-ef85-5c83-9620-1c9e80c556df","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"1e760b74-9de2-5886-a203-854d1d2fd979","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"677e5929-84b3-5f6a-a0ad-1c410f2f9772","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6dfae929-df2e-5e99-9c60-2859a754eb8c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"234fac5d-86d9-56c2-8bd9-16a63c133fea","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check level & alignment"
"16bb8eca-d55b-53d0-9a0c-618c8759017e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"693b2d6b-a14b-4e01-ac3a-b9e05f04cfa2","","work-in-progress","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation"
"76b4c0ad-8463-5579-805b-e2e92a56d554","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:"
"4267953b-52b5-53da-8b0e-be39b86391af","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"e1efea97-09d2-5cde-b053-6b2429d3bb07","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"2b0a34e1-15e9-5203-ae17-ece312895be1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"22651186-e8d9-55a0-b7f5-8de943ac8eac","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"cd3e5c52-abc8-5608-b54e-01867d85a892","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Check for damage or leaks"
"b6909f9e-33e1-5e9c-820b-4c28acbf21c6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Check fixing points are secure"
"165a8377-46dc-5695-bc8d-6d93499668f5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Check level & alignment"
"114f94e2-3610-5952-a4bb-7dab65747dfd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Check waste & trap connections"
"1050e68d-8f10-590d-8377-97521b7fb451","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Tundish Installation","Details:","Check trap is clear of debris"
"3442dcbc-dd71-4f8b-a575-99ee858307e2","","work-in-progress","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation"
"12b24223-378f-5d5b-a515-a43eb71b015b","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:"
"e10e3eff-c8ad-5be8-99b8-5f4537f1c262","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"9ac24036-aa7f-54ba-89d4-8f5fed8cc3ed","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"3cc6d8ca-3f73-53c2-93f2-d838a3eadd7f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"3f5df43a-d751-5a4f-85d8-0b04d604fb26","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"4f8385ae-f173-5348-9880-4a954ded94a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check for damage or leaks"
"b6b07d13-0088-5d87-a881-00c231be8318","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Vacuum breaker fitted"
"2f970fa1-71b8-5cb0-89b0-35f0e2659928","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Hose Tap Installation","Details:","Check pipe colour coding"
"64eab477-0cff-405b-b17a-08071a54ef9e","","work-in-progress","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation"
"b23472ef-4e5e-5cda-b62f-15ccf8658f35","","work-in-progress","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:"
"9dc857c4-d918-57ab-9e1e-69fb9c83f483","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"d024a229-762c-5f61-8a84-8c60a34041b0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"d86ad96d-2b25-5f33-96a9-6ee36eecfcd5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"60568edc-9dfc-5dbf-9449-5e5a5f5a9545","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"7133a0ba-6a45-5d30-b75a-598fbf44302c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1117","Plumbing Services Fit-off","Gas Appliance Installation","Details:","Check for damage or leaks"
