"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6b4be16-3cc1-464f-8a0b-2d58d49f0d55","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"d646787a-da75-5ec3-a365-ef6f32f1005c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"58d55353-e0af-4656-95e8-995547f30da7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ab93e1d5-55cd-4db9-b37d-1a5f33c158ef","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"b05b53f4-47ea-5b3d-9cbb-34eff74cf91b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"d7a74365-dc60-5cb7-9c5d-bc99de4974e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"a3697f4d-887c-58f2-830f-23898e980322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"38ba44de-5d49-58bb-8c31-8fef9356b220","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"4d85f23e-5fe9-4c9a-a238-a430f40a8e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 50"
"9730e462-84bc-455e-b76b-16210fdc03ec","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -1"
"9c68dc5f-a750-5aea-a2ad-aa2411d78073","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"39c6c926-e941-5e27-84e1-e1dc23ec2898","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Make mould to Green Status"
"d99013c1-2d19-5962-93e1-ff7957eb8596","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works"
"2e26377c-c59a-5f8d-a328-0177f1903688","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Concrete Works Details"
"21113279-aa68-512f-be25-b4b1c5e9f4e5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Wilco Sample Taken"
"7c798a16-0793-51be-af24-dbcb550a790c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Bridgeman Sample Taken"
"415944c9-1d8e-57ea-8b30-e4bda32baa48","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Concrete Works","Supervisor Approval"
"21633c2e-6386-58fd-b552-0d4c112bed5e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check"
"3d349f94-17e1-5e33-bf52-ef635cb99400","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check","Edge Detail"
"f0c78221-f5d8-5e01-95c8-6130c3b12113","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check","Bar Projections"
"e36c62d9-389f-5fcb-bf7b-2e332da6d756","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Post Pour Check","Cast in items"
"5d3d2844-9ede-5a85-87c5-cae3c6c30878","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Stripping and Stacking"
"29c2aa5c-ff8e-5fb8-891f-025871d8e9ef","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Stripping and Stacking","Stripping & Stacking"
"bac0f940-cb34-4829-aa6e-3c4acb31cfa0","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -31"
"75613f3f-0982-5242-be60-dbd174ab40e8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check"
"cfb073d8-21c0-51af-b9a5-2b1cdf8f1ab0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Dimensions"
"ae2fc17b-c472-5443-9b4e-5e25de2dd624","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Mould Clean"
"3b27c32a-3d32-5e8e-824c-f76c8ec49a41","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Mould Oiled"
"87ad5223-d4bb-55a2-9ff6-fa93d10bf9cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Mould - Workmanship"
"53e89a8a-a98e-5ef2-8d3e-84c77e7939d1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Reinforcing"
"9ed127b6-76fe-5206-b641-7f967d5d9e12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Cast In Items"
"358e86d0-57e8-5118-b744-1fdaa6ed1f16","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Marker Position and No."
"2651a241-3094-5d4d-98b7-70467487f017","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Pre-Pour Check","Make mould to Green Status"
"85e1c1bb-723b-5b98-902e-d0e71f3f895a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Concrete Works"
"7fc418fd-44e2-54c7-8f2b-6f631998ea35","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Concrete Works","Concrete Works Details"
"56494f5f-a51a-5792-bc10-50d62dcdedc7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Concrete Works","Wilco Sample Taken"
"b117ffae-9484-5b61-ac90-dbb9053bb139","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Concrete Works","Bridgeman Sample Taken"
"02b12249-37ec-5160-8fbe-22254ce5eb95","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Concrete Works","Supervisor Approval"
"e02ec90a-d9fc-5840-9388-2129fc5e438b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Post Pour Check"
"6aaf69bf-f9eb-5a36-af2e-a5e5a91c96c7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Post Pour Check","Edge Detail"
"23659b97-d6e8-52f1-8808-120f08fb4fac","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Post Pour Check","Bar Projections"
"83845d53-2bbf-51de-8a2c-f5698a83730a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Post Pour Check","Cast in items"
"f0794a04-3d28-5dbd-a77b-132ffcecfc52","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Stripping and Stacking"
"18a28bc0-94ab-5c1b-ad02-c4b2ecb42472","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -31","Stripping and Stacking","Stripping & Stacking"
"47f49568-3ce0-460a-8155-f12dfeabf26c","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -32"
"ca902d1a-e3af-590d-b49a-d8de0b14e8e7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check"
"305184d2-55fb-5a77-ab66-f7152a6f46d8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Dimensions"
"ec71a9c1-1a15-5536-b6b5-19ee82339af7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Mould Clean"
"558bf507-d00b-5559-a105-09d5a2682ca3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Mould Oiled"
"243cb2a4-fbb1-51c1-a5d0-de594ce23b80","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Mould - Workmanship"
"a1c17070-c762-5254-83d5-addff027310a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Reinforcing"
"0c826251-d030-5ded-a50f-f32941a084cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Cast In Items"
"251e4502-36aa-573f-b817-1de80b63fa65","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Marker Position and No."
"03e60d31-4750-5f1a-a02c-8f6966fb13f0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Pre-Pour Check","Make mould to Green Status"
"b9125148-39f7-5ef3-9d5d-09f5fc2aab46","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Concrete Works"
"80b32412-d104-50ee-8e0c-e0a48c3a7d30","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Concrete Works","Concrete Works Details"
"be2e5751-836d-5c80-9582-28e02a8585f0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Concrete Works","Wilco Sample Taken"
"1aa17418-c0b6-522b-a7c2-4d3bafb707cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Concrete Works","Bridgeman Sample Taken"
"4ff8225a-46c2-5209-a3a0-7ea95f6fb7c4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Concrete Works","Supervisor Approval"
"9a51ab33-8472-58aa-b41f-14e474441672","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Post Pour Check"
"db7712c3-783f-5224-9fdb-3d4d11e8fa6c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Post Pour Check","Edge Detail"
"85963af4-bf20-5be1-a6f7-e18a70c97d7d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Post Pour Check","Bar Projections"
"f2cce9aa-a21a-5f9e-8530-9dfb1a5ad573","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Post Pour Check","Cast in items"
"26e4c0d7-9e9a-5bf6-bc09-9e5a3f76ec0f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Stripping and Stacking"
"b89d31a0-af15-545c-a537-58e26257fedc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -32","Stripping and Stacking","Stripping & Stacking"
"22b6f378-cbc5-4f92-82fa-1f611454c437","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -33"
"6914db56-ff37-5a88-87ba-85def99d7f0f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check"
"5eab47aa-d91c-5286-b071-3d29bdcf226c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Dimensions"
"a7f13822-0ee7-588f-bcdc-ab2e116ef13f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Mould Clean"
"a1957e95-e3ab-5bb5-a384-8c0d30041f3b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Mould Oiled"
"7ae586e3-f97b-58c5-b797-8a19331ddf3b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Mould - Workmanship"
"8321e9cd-c559-58e7-85ca-b2213af69735","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Reinforcing"
"37960d79-afb3-5862-8d76-2f7c837754ae","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Cast In Items"
"62954508-045d-5a69-b086-7cbfb1307da7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Marker Position and No."
"93e20fb6-6778-57a1-9e67-81377e40fa2c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Pre-Pour Check","Make mould to Green Status"
"828ce2fb-490f-58fb-8d94-460cb54c8be3","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Concrete Works"
"7344765b-3787-573c-bcc9-055e476b8c08","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Concrete Works","Concrete Works Details"
"7d723daf-8a28-5f4d-a46b-d6cb1212490f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Concrete Works","Wilco Sample Taken"
"3c026517-a006-5e7e-82e1-4b36de2fd813","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Concrete Works","Bridgeman Sample Taken"
"109c789f-3ed5-5244-b530-9e0febc6dc3e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Concrete Works","Supervisor Approval"
"7c9f076e-e624-5c0e-8dbe-86643c7c726f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Post Pour Check"
"5b24f106-fe2d-5ed4-a570-72a75d237cfd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Post Pour Check","Edge Detail"
"48dad0b9-b069-5f20-8f36-0e773aed3689","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Post Pour Check","Bar Projections"
"08440bbc-e906-5ead-979e-0b0bce86864c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Post Pour Check","Cast in items"
"620a73b9-387a-5c20-bca8-ccd3d0041baf","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Stripping and Stacking"
"4d5aa057-4b84-5a51-877a-c65a42eeceaa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -33","Stripping and Stacking","Stripping & Stacking"
"6fe361df-6fa8-437e-92fb-e6ca750069bd","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -34"
"8aa81c9b-d7d1-5d88-a26d-c2ed760b6650","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check"
"5050fcfa-2162-5a4f-8500-4d8ab72e2ddb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Dimensions"
"d69c86aa-20c0-5f57-ac6b-b209a64b92af","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Mould Clean"
"c591d406-f0cb-50a2-9ac4-aa172fb68105","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Mould Oiled"
"c41c7f4c-c642-5002-bba6-8e57fd261db1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Mould - Workmanship"
"4906d90c-9066-5845-b61b-0a7407418940","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Reinforcing"
"6e0ed0b4-49f2-5f6e-bb9e-634dfd6a4c6c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Cast In Items"
"db232f6b-1085-5627-927a-a9c43b11d98f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Marker Position and No."
"7a8ed538-164a-57d8-8574-3e53897d313e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Pre-Pour Check","Make mould to Green Status"
"03d1e59e-550f-5418-b4b8-e9c043c6feba","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Concrete Works"
"32514d0a-bb7a-5e36-bec2-3bff5bab7f40","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Concrete Works","Concrete Works Details"
"5f65f369-e576-5ebf-a095-20136704b677","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Concrete Works","Wilco Sample Taken"
"3a014577-456f-5256-8433-6558687295f3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Concrete Works","Bridgeman Sample Taken"
"05d5781c-5a15-5c6d-8d3e-da78eab99bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Concrete Works","Supervisor Approval"
"636bcbe8-d738-5aea-b5ec-024e82f42b26","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Post Pour Check"
"8faef329-8140-501c-b425-01ba8e6f980f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Post Pour Check","Edge Detail"
"4f012aa2-a7f5-54c7-807b-5fd6bb044b6f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Post Pour Check","Bar Projections"
"70e71d3d-5d29-5499-b5d1-8e055eb846f9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Post Pour Check","Cast in items"
"7a859c4d-90a4-58de-a948-667377d07f23","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Stripping and Stacking"
"64f39518-950b-51dd-9c41-cf6f1fde2728","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -34","Stripping and Stacking","Stripping & Stacking"
"773d5f92-21b0-4f8f-ab67-f1fee42fbb30","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -35"
"61f1ae87-721e-5edc-9853-517c727ee638","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check"
"b8cf2ea8-44aa-50b7-b9e2-49d3e53a4ff3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Dimensions"
"24992561-682e-5ee9-ab4d-e638ad931489","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Mould Clean"
"8cb1688a-dc1c-594d-b037-19342cd8d435","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Mould Oiled"
"a68dc0dd-270c-5df8-a1c2-8940a2a33fff","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Mould - Workmanship"
"b0e030c0-1d99-5a81-87c5-4576dfad7b65","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Reinforcing"
"4624b0ea-96fa-5a5c-8456-6d825fa268e2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Cast In Items"
"de37f0e1-14eb-5b6b-bc45-78a0b036cc50","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Marker Position and No."
"62089f83-3b1f-5904-8d55-4b4a33e305b2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Pre-Pour Check","Make mould to Green Status"
"a88dc48d-d2cc-51b5-9bef-972830401553","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Concrete Works"
"b157e171-72cd-5569-9c58-f03d8e38c2b9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Concrete Works","Concrete Works Details"
"1dc48628-f408-5c0c-9f8f-b67f4007f45e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Concrete Works","Wilco Sample Taken"
"53bc24e2-a4bc-57b0-b3b9-ec8bf0eecc34","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Concrete Works","Bridgeman Sample Taken"
"89326bf7-91c9-5be5-a081-5f6da89a32f2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Concrete Works","Supervisor Approval"
"1409a06d-c710-57a3-9827-6c47fae16c76","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Post Pour Check"
"be1cf859-be88-558b-b750-b250896a8f28","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Post Pour Check","Edge Detail"
"e4460665-8bac-5f04-bc2c-22d150e74367","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Post Pour Check","Bar Projections"
"276078ee-d60d-570f-8368-a9c07581ab5e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -35","Post Pour Check","Cast in items"
