"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"224b70eb-1944-4b92-af98-bcdbb9dfa520","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"737964f0-cfb1-41a4-8702-4054d85fb71d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In"
"733ff6ab-5f26-44b6-b616-af94fb1c3c3c","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 2"
"296da1af-0951-4248-b4b1-118a4867aa66","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 1"
"ca3534e0-dc1c-4bf0-9afc-31ac5e5328f8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Lower Ground"
"91554f26-cd76-46fb-99ff-7c310dd31471","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"d6f107f7-055f-4e92-86b8-53b7047a70f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","School"
"cc6ab264-13ea-41ce-bf9d-18f61b4a972f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","School","Lower Ground"
"a705ea41-48d9-4168-8931-3be29c8ce2df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","School","Level 1"
"38e7f06a-202b-4208-a205-ba80fac5a284","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0802"
"3e0572f9-84bd-410f-9ae4-c1815257da09","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0803"
"17bf4c54-78aa-49b4-a0f6-74cd64d2d9e6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0804"
"d6ad38b0-17da-463f-a0ea-054a84568353","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0805"
"52e425c6-a4ff-4a24-b731-2b6909a85bf1","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0806"
"bd84d7c4-8b29-4aec-b066-7985c1e37487","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0807"
"6d03acd5-f05a-4b30-9c51-9a2f8b8278f7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0808"
"dad870f4-2ac1-4e32-821f-ea844152b743","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9"
"7665f852-f3fc-4077-8f14-aab829fc2863","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0901"
"89d7bcde-a1f6-4c36-bc6a-67b91971bc4e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0902"
"49da0d7d-3dc9-4e18-bb92-eb2bedac9771","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0903"
"527a8cda-c8cd-48b2-adaf-5446f3747794","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0904"
"26f45fb6-a5a5-4e2f-aaed-25cbfc45012f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0905"
"87c645eb-e859-4f1a-8bbb-6e438513a6b3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0906"
"55413c08-7f2e-4b8a-9829-fb12c3d8f82a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0907"
"ac3a80a7-2b72-4253-8f24-46972a8ab181","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 9","Unit 0908"
"26f764a9-9b44-479d-9076-523f5c3425be","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10"
"73b257d5-1c2f-4301-b2d0-353436a554b6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1001"
"ea6e0f58-5cc6-4c9d-b93b-db6bf94e6a92","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1002"
"92f649af-3860-4271-a928-2a11e8f62663","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1003"
"7e753caf-f908-4baf-827a-091c9628f3df","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1004"
"2160632e-a8b0-470c-a49e-a545286ce927","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1005"
"ff793b43-4da7-4e91-9532-7722d19273d6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1006"
"390735e0-a01a-454a-b677-0a72abd87f54","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1007"
"bbf99f58-d8bc-4814-ba3f-f248f660fa31","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 10","Unit 1008"
"de9bdb86-a0a4-405f-b337-b76e56b78a0b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11"
"52fc1e41-4c4a-4085-b469-3d537adf0d73","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1101"
"b109faf8-be50-46fe-94c1-a6801bfa1be1","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1102"
"e3d96f90-73cb-4032-9bb5-914b59e2f295","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1103"
"5941b74c-e11f-4779-b046-5eacbabfc81d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1104"
"059d3e43-2985-4826-b08f-a50a60185a4c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1105"
"cdafe57a-fc6d-4717-9a4f-dbc029ef0cda","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1106"
"bf3ff49a-734d-4aba-a932-f80ab37e131f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1107"
"017ee82e-e7a5-431d-ae9d-385041dab709","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 11","Unit 1108"
"da7224f8-db93-4cce-80dd-5d4271993922","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12"
"15cb1828-0d85-4550-8841-1253fefba2cd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1201"
"1b8b69a0-f9e1-404a-8ed3-4fe568e9ac85","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1202"
"b65185c4-1279-4367-bf5e-c4f3893f35c7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1203"
"e9998da5-f8d8-4c85-842e-3874ce839316","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1204"
"6ff241a3-0b86-4d64-8890-aa25aa25940d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1205"
"98939c5d-93c5-4f2b-a84f-9a4a12c9ebe0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1206"
"7fe75df8-e3b6-46fa-85df-56f76f1eb556","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1207"
"c19bfa5b-9abd-4640-87da-2c85eee494f2","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 12","Unit 1208"
"a8097c09-4aa0-4c02-8a0f-5e50aef5ddb5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13"
"97765622-8f9f-407a-b788-50015b28d3c8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1301"
"72876ea9-8fcc-4442-ba2a-dd8a1448d9fd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1302"
"bb59911e-6722-4d30-9cb3-eaeb95225b24","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1303"
"b16228ea-2dc0-4894-b41c-614a671d1c27","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1304"
"cd1f1a06-298f-4b9c-b16b-d05d1669be15","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1305"
"f644b49b-8bde-4e10-8517-f5f25644ddc6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1306"
"f2e99649-d873-49ba-82aa-7d8e18ef5452","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1307"
"4d8c1cbb-b75d-4b9f-b609-91435d7fd2fb","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 13","Unit 1308"
"2ec86c54-fcc2-4f0c-b5f1-fbae99224703","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14"
"46cf7d56-06b3-4bd8-90ae-6399f78a8e9e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1401"
"bc38f1df-3495-46d9-bb71-edaec4b6de4f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1402"
"fa6c3599-dc65-473f-800c-126741d10f18","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1403"
"8b4943c4-6cd6-4310-99ad-c35c3d951e86","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1404"
"9c99345c-7c17-42f9-95ca-775c1fbc1380","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1405"
"fd2f0c2f-5803-4378-80e7-fdbbde59d1f1","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1406"
"0ec8cbed-4693-4300-a15f-edba9d6da25d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1407"
"87358809-b7ce-47ea-94a7-8cc416308d54","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 14","Unit 1408"
"aa6bf3ca-39d3-4293-8c6a-6c2f3a6261f1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15"
"b3652041-24b1-4adc-8f55-6f89059ac801","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1501"
"8061365c-5fb7-4449-b333-886619037cad","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1502"
"4f1419ea-1153-4407-ad76-a3af150eadcc","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1503"
"35d738dc-da08-4c48-b34f-28ea18a077df","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1504"
"252ed0ee-558d-4163-9846-ff8b3cb54973","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1505"
"64b427bf-e88b-4b37-ad5b-e93da935baef","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1506"
"df54a757-0965-48b8-8c03-30781959f790","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1507"
"c34105d8-1dc6-47b4-84f4-3a8247c75f1a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 15","Unit 1508"
"27ea676a-dbc8-474a-a2ff-7ae60b4fca97","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16"
"f36ef742-d1ea-4e4d-9a20-d2aefd1374ae","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1601"
"c8c17eae-e944-43c3-804a-e5e86636634e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1602"
"3073f454-92cf-42b0-93a5-6c4c7fa033e9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1603"
"d1902fe2-3100-470b-b584-8b7802d568a5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1604"
"e4519eae-9fc9-4526-a723-7430f27a87f6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1605"
"5cf74194-2722-487d-9c16-85d7e77c7389","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1606"
"ce38fb3c-bd2f-400c-b461-bcd0420543c3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1607"
"cdd38889-7f61-43d2-bb18-2c9ec1693e92","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 16","Unit 1608"
"9391b907-42a2-43af-a82b-cb1a8f682251","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17"
"ba90f60c-5cbd-4494-bc9e-2d2eb46f0f3e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1701"
"32a8421d-8ebe-449c-89b9-9c334d65a5a3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1702"
"fd3a880f-9fbf-45fe-b22c-863459b456c4","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1703"
"ae7f497b-fa0b-4997-afd8-0e0897c7480c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1704"
"e7ad39d5-370f-4249-8796-6ef149e5614b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1705"
"5e59d768-b427-4fe0-98c2-77d485778ed8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1706"
"8dc96eb1-1351-4846-bb80-7a3526a1b87f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1707"
"15330119-e744-4809-9019-944fc7002d20","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 17","Unit 1708"
"224fcc3b-a1d4-4a08-b63d-f3498a0c7148","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18"
"aa9de4aa-43b3-4d2f-8caa-0892f736f7d2","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1801"
"b3f615d2-922a-423a-abae-296cbc4af198","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1802"
"13630df9-ce7b-4b6b-8eeb-711169773c2d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1803"
"b0821993-7c1f-4410-abad-c2d5cd4b88a1","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1804"
"eeffaf9f-0ef9-4367-8077-f3b64e33580a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1805"
"634eda8e-e037-495a-9b05-68a31e78e7ea","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1806"
"da206ff7-a1ca-4a8f-b8b1-f72d64fb3891","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1807"
"98361c56-fd1a-41d7-a373-c19a7953fe63","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 18","Unit 1808"
"035dc26b-5c12-4a51-a45a-95a105f63e76","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19"
"fa0a540d-9e6d-458a-9f8b-8ad6d66b2539","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1901"
"df265628-c6fd-4f10-933b-80b10defa11b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1902"
"6b26c3c3-2f6c-45be-85c6-0ce1899471d6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1903"
"d2766e4e-5255-46f3-a236-daf16db2aaa3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1904"
"a55cb1df-f584-4429-b711-58526f7b900d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1905"
"6704dae4-20ff-4575-afe9-1b9cfa379c26","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1906"
"1f2f4aaa-4b0a-497c-9332-b2ebf856c1fa","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1907"
"76502f46-2b3a-4f17-8ae2-065de60e6d35","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 19","Unit 1908"
"c0750851-9d17-4fde-8c6e-216025e57f9c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20"
"f3730aa7-8f54-4920-b78f-0bd02d69ff48","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2001"
"ec92429d-69a1-42b2-9166-f5e7567aeb57","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2002"
"8d7ddbbd-0767-4ec8-87d5-6326d5a24ecb","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2003"
"b8302b58-22ea-4117-87b8-7f690ad9a185","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2004"
"8a0b45e9-8c3d-4556-a17f-6e3b0ac9c3dc","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2005"
"16f28595-4565-43ae-8ff0-e944fa909843","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2006"
"622304f3-4573-48c8-9bfb-db1420255d9d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2007"
"60caaf0d-1131-4831-8dc6-0838e08ca687","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 20","Unit 2008"
"6a43e72d-dc4b-42f3-805e-bb089ecf1da4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21"
"ce288419-76da-4709-9e3c-32cbcc70bf22","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2101"
"bc5bdd39-6e0a-4b7a-a582-d462f965960a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2102"
"48e1cf7f-1437-4c0d-9d8b-bbad919e8659","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2103"
"5a5d2833-f50d-4295-aca6-ac03e5f1dc4a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2104"
"a1e66b10-c263-42df-93d3-260eac3fcb4f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2105"
"56577517-6927-4828-8d21-c910bc80732c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2106"
"f441a512-0cba-4c00-a318-43564ea21b30","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2107"
"c8e176f0-f40e-46bf-98ab-9cd0b9d7e7e8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 21","Unit 2108"
"bd174d9e-6927-47ba-8a2e-01b7adcbca5f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22"
"6d7d4cdc-65f7-4232-9dba-d454ba669e87","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2201"
"bda783bb-6710-440b-8ee6-f5e80a876378","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2202"
"d4ec3ddf-9b7c-40c7-aee3-e3985b5361ee","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2203"
"86421f39-f17e-4f48-a5fa-0ffe5059e54f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2204"
"391e58ae-d815-41a1-9dc3-6fcbaaf24080","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 22","Unit 2205"
