"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26fcea79-2069-4951-a014-3e775d3b359c","","folder-normal","fail","","step","TRUE","FALSE","Station Box"
"1f862615-ee8b-4b14-bbac-634d0b039ef4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01"
"b4f821a7-c8ad-4d7d-9080-515af3bfa2d8","","folder-normal","pass","","step","TRUE","FALSE","Station Box","Lift 01","Zone C (Western end)"
"db48e4bb-d793-4eed-ac43-6adb9ae759d6","","checklist-sectioned","pass","5e2aca4a77bdc90475ab6c3dcfe1b551cd16e8bd070cc04f94212ccd78dfde8f","checklist","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00"
"547de478-8cc6-5968-ab05-c20cc100d9cc","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00","Pre-Excavation"
"9c761006-255c-5f5b-b949-5f0e1e1bbf3b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"3a0c8b26-c1b8-56d9-9d5d-0aa601bd3c9a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"18fc16c0-094c-5955-a7fb-e3d5917f6b48","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"c4c9e8ed-098d-5eb4-9321-0a343c18904e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"b1221802-6d82-56ad-a6fb-78744c69d451","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"f212693c-58b1-5ca9-b57a-a859f47e9338","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"6f12058f-99a3-559e-8542-91859b3371aa","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"4b89e039-496d-5621-a491-e90b2099d18e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"68ef033e-2676-5858-8fd0-344a4c78bd68","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"a6e2a0db-f569-5367-9bc9-0b250d6dea02","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"95954f6a-d2ca-510a-8348-5d2aaeef5ae9","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"a5a45b74-5124-5958-9e44-e9e8eca60532","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"caa883ca-1582-5831-bbaa-acad13dc8eeb","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"1a2f0eae-5019-59d8-97c3-cc6d304f71ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"f3af3196-72aa-54f3-ae94-cd3beabd8d7b","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"05187832-9ebe-533d-9e0f-78b4d078c1b4","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"11569e08-3c5f-59e2-b629-79838fb76c4a","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"ef99ef4d-4224-5552-beb2-7eb93df6fe26","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Station Box","Lift 02","P12 to P26 (Zone C)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"1d79098a-d227-444d-8b1b-0035afb464be","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 02","Zone A East Headwall "
"21d459ed-3b4d-43ce-bdc5-16b4f458fb64","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation"
"79e26921-e1f4-547d-a643-a0ae77ffd169","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"e3b5dc5a-f715-5644-91c1-18612d08b174","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"c936ccb8-73af-562d-a31f-129b3578c29b","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"dc51f46c-0411-51c5-b5cb-df050c966908","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"1c34dc14-7a61-525d-aa18-3dbcbec0258a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"9484d3bc-7993-5a46-9b48-842a6cb3df33","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"147aa844-4292-5afb-bf62-a9417441c4ef","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"f1a1d181-a96e-519b-9fa7-ae9c39b620c4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"d2f4c0fb-6b8b-5c01-acf5-5c39746acfd7","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"b321e1d9-c027-5223-8bfe-18b12dacfd00","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"6ca7a3d9-c1f6-54c0-808f-9032c7ccc9cd","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"d7cfac56-1cc8-5b6d-beae-489b86291ce5","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"2d694c94-3238-5a78-9784-1c89fc63c247","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"3dcc2cc6-8a5f-54d9-b123-de718cceebaf","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"31e19e16-1e32-5074-bf9c-58b5240154ca","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"08cf15ab-e209-5abe-b0a8-69dafb157906","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"c2b0bd94-55f8-5ad6-92e1-529e95978645","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"435e8a1d-5b3a-5a58-9236-84a25967669c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"51769618-6e1b-5f24-96ed-eebb673ceb57","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"4fe13294-ed0f-52df-84ec-85fde62698a7","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"066ca079-881c-50bf-b461-68bd69185038","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"d5bc0f26-054d-5855-9fc4-206142ba7240","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"e3a2706c-0744-5f32-9cd7-ef4f1eb9bac4","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"dc070922-abb2-592b-a8df-aa06c5c7ca90","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"cf0c2299-9d5d-5869-852c-ca3a60789da4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 02","Zone A East Headwall ","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"d28eab1d-77e2-489d-aab4-a94737a6c0f8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 03"
"3c331a31-69e4-4038-91bf-71f251c7b36d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 03","P181 to P191"
"d73bb9e2-d1ad-488b-a486-c0b45ec52389","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation"
"06b57098-9ef3-5a49-87c3-75db0c789609","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"58e7ae2a-3bb3-5fa0-9a8e-1d78f6f2f63b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"73e2b9e5-0938-5abc-b311-b31d73e95796","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"b151527e-0945-5729-b3b2-389c1dcfb1ac","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"b1d9b2fc-aa75-5ebb-a32b-aa1233e7a9e7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"499068b9-8647-5bd5-9e99-f7a5b06420da","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"2f1f069a-98cc-5167-a96f-fcc49acaec51","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"79e70dfc-f177-5de7-9a77-6611315ba41d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"6664c1ca-f4ab-5da5-8290-bf6d957eba3a","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"f3c3fde8-19a7-53f1-aecb-19ca82c16758","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"7e0b027f-a4b1-5106-b64f-d033e3efed9a","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"526dada0-831c-5541-88ff-f8531faf8f3d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"22a3b4ab-27dd-5a63-8e1e-eaefdd8834a3","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"2241d9ee-6c6a-5dfd-ba86-af7cd846deff","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"a91d5daf-aeec-5ea6-80a8-500b0a9e5770","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"47b282a2-5870-57ac-bc82-f7b8baf87cb6","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"aec2322c-16ab-5ac4-96c3-a56e4d754ded","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"b00ecb85-89e3-5918-a24d-04f66e921a4e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"aecbb91a-2990-5588-bb3e-edff839f1b67","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"23fb632b-0342-5f9a-8d7b-91af12259612","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"0bf01675-d455-5a23-9d07-c5def50e8fb7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"eb744536-c0d4-5545-82fd-77ba9e474903","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"99aefcf2-379a-5fab-99d2-aec3e028c241","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"7805bfb6-935e-55ce-82d9-b24ed626646d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"83dc75b9-1f19-53a1-9773-a49ecfc2dbfc","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 03","P181 to P191","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"e5049e55-8317-4736-be23-6674de09fe44","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 03","P74 to P88"
"edc876e4-39eb-4a90-b2b3-4afb061ae808","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 03","P74 to P88","N3-456 WSA SBT - ITP001 - Station Box"
