"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"999d8e6b-ca7c-586d-9016-07e01bf3522b","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4:5598a9df-6cae-5cae-84d2-7583a3ab588f","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","HOLD POINT"
"d8fc0ab3-3fb8-5ba9-89ee-753a1df2815c","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","When the level of excavation has reached subgrade level, the Contractor shall carry out the requirements of the relevant provisions of Clause 18.3.3 and cease excavation until the subgrade treatment type has been determined in accordance with Clause 18.3.3."
"5f296203-0a1d-56ae-8bd0-6481424a4f47","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446:a67c1e62-90a9-5768-9a29-0b04f71086f9","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","HOLD POINT"
"d5982e58-9401-5680-85a6-5647c4cef1af","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:97e45626-d0e5-57b8-9ce2-c1ff0a371d61","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Excavation completed to the shapes, lines and dimensions and other requirements shown on the drawings and tolerances specified"
"a66b2c3f-0106-5f51-bc08-ec98e488d7ae","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:55165a54-81f6-5842-8ecc-b0096c9202d9","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Protection of excavations in accordance with MRTS04 Cl.13.3.3.3"
"8fa04075-1279-5de0-9371-4e1d3b1a5cd2","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:36ec616c-3b62-5e75-97c0-8c06fa7a6e1a","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Dewatering of excavations shall comply with requirements of EMP"
"25c9af84-23e9-5886-bd6f-17c3de416126","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:990e647a-d819-5ec4-a96e-ff38f9171e9d","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Batters in cuttings shall be free of loose material and shall be trimmed neatly to the shapes specified."
"81a81e83-99a8-509e-af2c-4b77e6d444ef","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:19ac1d81-2152-56da-8287-b5ee98a5051f","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","If any section of a batter has been over-excavated beyond the tolerance limit specified, the Contractor shall re-form the batter to the average batter slope shown on the drawings, using an approved rectification method"
"62bde4ef-3068-5ad6-8e8d-7bc00f3fda06","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Final Verification"
"225a8c92-3b84-5cf0-886c-460591b75b48","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Details","Sign ITP"
"9d5ff842-4978-5b7d-9fee-0434f85493c7","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)"
"53f1f598-eadc-5953-980b-ffe4445d7740","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"235bab04-adc7-5011-ab9a-639b87572fc8","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"7e718856-db3a-52dd-a768-e41d5eb50b4c","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"f960a45c-060f-50d2-bdb9-5d64f30b0dfc","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-004 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"a2cbadf7-a8f1-4b88-a7fe-b65269cfff7f","","pass","04.13 - General Excavation","checklist","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3"
"6be93760-7f89-5623-ad29-7a3bb7c8a9bf","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details"
"4d579284-b842-5495-b024-8a40b86eb449","","not-applicable","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Where Unsuitable Material (in accordance with the provisions of Cl. 9.2) or potentially Unsuitable Material is encountered on site, the Contactor shall, before proceeding to remove or cover such material, notify the Administrator. Once Identified the Unsuitable material shall be removed and disposed of in accordance with the provisions of Cl.11"
"4bc15fff-0abd-560a-9572-2ac1ad47e5eb","","not-applicable","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4:5598a9df-6cae-5cae-84d2-7583a3ab588f","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","HOLD POINT"
"a8470fc5-4c76-5219-89b2-fc0576bd36df","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","When the level of excavation has reached subgrade level, the Contractor shall carry out the requirements of the relevant provisions of Clause 18.3.3 and cease excavation until the subgrade treatment type has been determined in accordance with Clause 18.3.3."
"13321042-7e4a-519a-b5bc-a90623e6d49b","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446:a67c1e62-90a9-5768-9a29-0b04f71086f9","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","HOLD POINT"
"4019a938-42c7-5b12-ae09-388dfac64040","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:97e45626-d0e5-57b8-9ce2-c1ff0a371d61","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Excavation completed to the shapes, lines and dimensions and other requirements shown on the drawings and tolerances specified"
"45d531ad-e7c3-58f2-9791-6649393da2f4","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:55165a54-81f6-5842-8ecc-b0096c9202d9","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Protection of excavations in accordance with MRTS04 Cl.13.3.3.3"
"2018e740-920c-53d2-9696-23dc24e0a6c6","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:36ec616c-3b62-5e75-97c0-8c06fa7a6e1a","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Dewatering of excavations shall comply with requirements of EMP"
"88b7a0eb-f0e0-53ce-88b1-2c5d644baff8","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:990e647a-d819-5ec4-a96e-ff38f9171e9d","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Batters in cuttings shall be free of loose material and shall be trimmed neatly to the shapes specified."
"ba990ca3-d407-532f-ac6e-5f647fc7986b","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:19ac1d81-2152-56da-8287-b5ee98a5051f","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","If any section of a batter has been over-excavated beyond the tolerance limit specified, the Contractor shall re-form the batter to the average batter slope shown on the drawings, using an approved rectification method"
"4f800314-6538-5c1a-903c-1e65c8356374","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Final Verification"
"a240194d-1699-5335-ac43-12f21db746a6","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Details","Sign ITP"
"4b699c28-1190-592d-b298-c11b04cbb525","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Final Sign Offs (to be completed at closure of Lot)"
"408f4bf7-1cd1-5ad9-b460-db8a65541e7b","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"9ba4145f-4759-5040-85f9-68b0abd6dc66","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"d63bce39-ef81-5a41-96d1-3b181560ed2f","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"e38a9081-7ed9-5fb7-bd31-9353c4e3576c","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-003 - Excavation for Private Acess 2 & 3","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"d927198c-7ce9-4fa6-b814-202dd37c0aaa","","pass","04.13 - General Excavation","checklist","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)"
"4a046e42-664f-5fd7-b4a6-8e94b8a11e08","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details"
"96ed37be-7db8-5e53-8cce-6cb86f86444c","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Where Unsuitable Material (in accordance with the provisions of Cl. 9.2) or potentially Unsuitable Material is encountered on site, the Contactor shall, before proceeding to remove or cover such material, notify the Administrator. Once Identified the Unsuitable material shall be removed and disposed of in accordance with the provisions of Cl.11"
"5b2c9d54-7a54-5828-9578-3e2e5fa1916d","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4:5598a9df-6cae-5cae-84d2-7583a3ab588f","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","HOLD POINT"
"bdd6fe67-e7b7-5519-8c68-8424cffc4abc","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","When the level of excavation has reached subgrade level, the Contractor shall carry out the requirements of the relevant provisions of Clause 18.3.3 and cease excavation until the subgrade treatment type has been determined in accordance with Clause 18.3.3."
"9b28cb35-861d-5b81-8206-9eaa2cf8fe80","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:e5f9b15c-a1a7-5468-893e-0930c1f8f446:a67c1e62-90a9-5768-9a29-0b04f71086f9","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","HOLD POINT"
"8021f712-f4c0-5660-a3f6-55f05df6daf0","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:97e45626-d0e5-57b8-9ce2-c1ff0a371d61","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Excavation completed to the shapes, lines and dimensions and other requirements shown on the drawings and tolerances specified"
"8de61d12-ce8f-5d3a-bef2-f46b9d4a4952","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:55165a54-81f6-5842-8ecc-b0096c9202d9","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Protection of excavations in accordance with MRTS04 Cl.13.3.3.3"
"2f57fce7-140b-5639-825c-57da343adbac","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:36ec616c-3b62-5e75-97c0-8c06fa7a6e1a","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Dewatering of excavations shall comply with requirements of EMP"
"673c071d-b189-59a0-a441-015d0ef5e107","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:990e647a-d819-5ec4-a96e-ff38f9171e9d","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Batters in cuttings shall be free of loose material and shall be trimmed neatly to the shapes specified."
"8b9738fe-c4cb-53f1-ae59-5e601caa41ce","","not-applicable","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:19ac1d81-2152-56da-8287-b5ee98a5051f","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","If any section of a batter has been over-excavated beyond the tolerance limit specified, the Contractor shall re-form the batter to the average batter slope shown on the drawings, using an approved rectification method"
"460c44ed-8c52-5a44-bf0f-a119dcb99d26","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Final Verification"
"da7f5aa0-9e1b-59bb-9f7e-0b81ed280ace","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Details","Sign ITP"
"da795209-5d3e-5bf5-b9b7-b9d52a7283c4","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)"
"215abe18-4345-559b-91bb-6e0f535126d4","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"2cec499c-7f5c-5754-8c6a-27f0d6d0a971","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"9a4f791a-2f9e-5b97-95f1-7d30b89ac26a","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"21372632-11ec-5989-baba-3dee694329bf","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-005 - Excavation - Stage 2 (Subgrade)","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"14552051-ed1f-4ba5-bbb3-a476d10e4789","","pass","04.13 - General Excavation","checklist","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-006 - Excavation - Stage 2 (Subgrade)"
"e37d9775-1947-5e59-b2a9-6bd032af334c","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-006 - Excavation - Stage 2 (Subgrade)","Details"
"37534894-5916-5ee0-87b0-fea9a3c785b0","","pass","04.13 - General Excavation:8111ace1-1386-5c1f-8290-3df28e3c8d3f:b740724a-4267-5bf8-9697-33e9acf180d4","checkpoint","TRUE","TRUE","Site QA","Stage 2","04.13 - General Excavation","EXC-04.13-LOT-006 - Excavation - Stage 2 (Subgrade)","Details","Where Unsuitable Material (in accordance with the provisions of Cl. 9.2) or potentially Unsuitable Material is encountered on site, the Contactor shall, before proceeding to remove or cover such material, notify the Administrator. Once Identified the Unsuitable material shall be removed and disposed of in accordance with the provisions of Cl.11"
