"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"790dc55a-a5ce-4033-893e-c41736572850","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"5d73705e-6fca-4d58-a4bb-89f39eea2d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Byrrill Creek Road"
"dd6eefe0-8b36-4fbb-975a-f5d2ba1d2e49","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095"
"955b53a3-02db-5449-a7cf-50317498facb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095","Preliminaries - Project Management Responsibility"
"1f8ee1b9-b0a8-53e2-bd4c-c38f1d7b8f95","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"8e7c7000-77c9-5752-85aa-9100d2ce15fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Ready Mix Concrete"
"cb2b0622-84e1-51e6-9987-278080f4d41c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"6d6f806f-a06e-5f20-b715-ac7a0a9346da","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Concrete Placement"
"9d662ede-86e0-5b22-9184-381cef216366","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"1954fbb7-7582-5537-812c-83d583df8429","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"6e955acd-2309-5403-a39f-d7f51c0c8c3b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Testing - Where Required"
"49fdda26-fffc-5ce2-9868-040e0de9a2e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"909a9181-bc29-5381-bcb4-7066d43deede","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"47ec4de8-4b9c-53cf-ad4f-d1dea52d514a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Stormwater Drainage"
"30e44245-da78-5327-b769-47fb04df76ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Stormwater Drainage","Stormwater components installed as per scope of works"
"9453d262-f569-5d8f-87c2-674882a1c07e","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"9358e9b2-996d-50d3-8e1f-d1ce05fdaccc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"5423df9b-adac-500c-b477-ac3d7470cf01","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Close Out"
"6d4ab8f4-a240-54e9-a63e-143ba09e19bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"4fdbc656-e379-5d2d-8c31-b95cf65d3841","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Close Out","TSC Signature"
"1d495287-e578-5288-b5e1-ea3c79399635","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Close Out","Verify conformance including close out of NCR’s"
"58a40070-f46a-5ac5-8d13-a78c51d0d4a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"af2c8403-1c4f-58c4-9bf0-d8defa7dc9e9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Close Out","Signatures"
"cff44fa2-c160-46e4-b43e-7322d07b23e3","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Doon Doon Road","DM01673"
"78284237-d6cf-5d3d-a703-a09237598a57","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility"
"5797fa39-d074-56b7-9276-a7294bdc07b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Possession of Site"
"9c7c78b8-4579-5cee-abe9-300f156fa99f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"3c665336-f068-54e6-a57e-fb604d6ac603","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"cc0604cb-075d-57bd-98bd-eeca420c97ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"7513218f-82e1-5c63-ac3b-d6b206574ca1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"318abeaa-66d5-5586-b9d3-cdc79fc9db9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"2c0b84b2-4f43-5ba4-8c62-cfa70c40a505","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"7b08601d-6530-52be-ace2-1a9437a2ce20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"fddefa2e-4a14-52f8-ad03-ad9369e3960b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","C213 Earthworks"
"14783837-d7b7-530f-aeea-5ad853158126","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"4016e75b-4c9f-55b2-a896-85b2eee7d414","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"2ea1abd4-ca6f-5769-88ee-5d86f6074c94","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"87970c98-d0d1-5329-8d5d-e38338fef651","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"7cbbb9db-4438-5b7c-b2ba-c49fb6f7643b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements"
"6a5a1539-93cc-5c90-a6d5-b6b3d6713083","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"2b1d878f-22a3-5354-accb-8946cd5bc1e2","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","HOLD POINT"
"081c9f32-7321-5f39-a9c1-7686e38a9469","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"9823c7db-b3f9-58fc-a223-05d086364cc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"4b8705fe-16fb-53f3-a1d8-2cd1e9ae0ca4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"4be396e4-6d2a-5f77-8d2e-5385047c7bcf","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"49e9847b-b8c4-5e14-8262-139e36b07760","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Rock Revetment"
"aad9e242-f558-5fab-ae6b-d223238cbcd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"5d5fa20d-6c85-5c3a-a9eb-aed422c4bf4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"8990c4da-b1a0-5958-95e4-7652c692a294","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Grouted Rock Pitching"
"5aa6065b-bcb0-5cb6-b5fd-b80fa7cc786f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"e4ec5978-f468-5f04-94e7-822e8ba14c80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"04c6b69b-c163-5840-acf1-0ab898b60357","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Excavation & Preparation"
"214f48f2-371e-570c-bd53-0d53100753bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"47ad81db-147b-52c6-a374-739799552ca1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Formwork & Reinforcement"
"148854d8-8063-5fff-8014-4f2dd438637d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"b1cd2354-78aa-51de-a1bf-3b47cab02106","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"8db996d0-29ee-549e-b8a8-57cdc5efbd3d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"ecfc196a-fa8e-5215-a14e-03856bafa4da","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Ready Mix Concrete"
"a1206e07-d671-5674-9bdd-968f82dc793a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"313cffde-0642-5338-aa97-0184bf869ce8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Concrete Placement"
"19026ce0-b270-5e7a-a09f-9465e05c7c0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"8fb0c8c4-ca51-53b4-a29e-1f733aa96786","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"258590ec-a45d-505f-8058-6e9083dcab2a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Testing - Where Required"
"0c1d3da5-9aed-551c-aed2-9397df536373","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"67df666c-e12a-5a0b-9a8b-6a8ced340e41","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"c3353a64-43f6-581a-872e-0095b392399e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Stormwater Drainage"
"f6e3652e-557f-5745-88e5-df1d99f0fc60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Stormwater Drainage","Stormwater components installed as per scope of works"
"75c739f3-0671-5bfb-aae5-b2efe236f76c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"7b0c8037-afc7-512f-aea9-8d9d074873e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"e025815e-b21b-59e4-aa80-774f5954d214","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01673","Close Out"
"7be5b4a0-d71b-50fc-8554-e5787cc14e98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"d60fcc77-b9f5-5642-b7df-1e88b3748b30","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Close Out","TSC Signature"
"86461d1a-af70-5e42-b452-baeb3dd00199","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Close Out","Verify conformance including close out of NCR’s"
"05cbfa89-55e2-5a9b-aa2a-03a313b9a3fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"57c51cde-559f-5113-b13c-92ee1e671ad7","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01673","Close Out","Signatures"
"5edf560c-11f4-4b2d-b9e4-7652e2c4255e","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Doon Doon Road","DM02441"
"d5a9a08f-a998-599c-9b82-fb60f4388c9c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM02441","Preliminaries - Project Management Responsibility"
