"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddc89e61-ea01-4c6d-bcd9-f000e2cbd8e2","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"574ae920-213b-40c7-95ae-dd71c3dacd6e","","pass","","folder","TRUE","FALSE","Site QA","School"
"331ef815-4814-424c-bb39-c86b7eae5d84","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Upper Ground"
"cb867f00-d239-5df8-acb4-9c647fef1a17","","pass","","section","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour / Post Pour"
"c4f34946-27b1-570c-bb64-397cb1a31621","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","Anchorage and strands condition"
"b92b17de-78a9-51a1-a052-8564f46d87ec","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","Jack Calibration, current"
"f5e9ffbb-7a2b-564a-9af4-cc17d1e6aa2a","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","Final stressing completed"
"98a1aea9-690d-59f2-bd6f-b5de9cab5957","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"faffc362-cd47-55bc-a4d7-84f9ef5bff68","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 1","Grouting"
"c4f54f71-f370-5f5e-9a3f-7438d451afe2","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Grouting","Safe access for grouting"
"bef3ed2e-6b01-5fec-ae6c-2143c0a900f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Grouting","Anchor pockets cut and sealed"
"644e4177-94e0-5984-9ecf-f3b27bc1201c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Grouting","Grout hoses condition"
"ce1b79db-01e7-51e2-a685-bf1d2c6b0c5f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Grouting","Grouting completed"
"1fb99d5a-ccbe-5501-9ee9-a75e78f6e459","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"5714d01a-1364-4d0f-9d92-3277c2b9fc73","","work-in-progress","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2A"
"4fb53c74-10e1-5d6b-b978-2fc86934170a","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour"
"b6e72953-8fe5-5f5e-891b-11052d2c57d0","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"f648a4e2-1f28-54e8-ba58-819b85222df0","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Anchor and dead-end setup"
"55c7a070-c209-528e-9160-69672adc3ed5","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Tendon chairing"
"41dbb4fd-a2f2-590a-8fa3-0451a81f5522","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Grout hose installation"
"03244a5f-0f73-57b2-89eb-4b094e247e66","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"52fd7c8f-c1a4-5548-9018-6f8fd97ea99f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","Pour completed"
"2ad9c716-db84-5578-b72d-057d969ff923","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"36eede56-650c-500f-981c-1ceafd51cd70","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"591348fa-2145-5281-bff7-cf37dc7cd26d","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"2e81618d-0e85-5a1a-a23d-3069cd5c7dd7","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing"
"11995d2f-8039-51dd-923c-0fad3e5a39b2","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Safe access for initial stressing"
"e08f6432-a043-535a-97c8-85bbab4e6904","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"423d09bd-d765-5d34-9867-8214d4dfaa4d","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Anchorage and strands condition"
"77fb1d2e-6634-5317-afba-69ccf8cabd96","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Jack Calibration, current"
"7271bedb-c58e-529c-ad08-5900b0c57b69","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Initial stressing completed"
"bcaccb09-5295-5b93-9dea-dd38b1fe7c37","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Initial Stressing","Concrete test results (RCC) Attach report"
"cedc28f3-1652-569f-ab68-39dab3d07aad","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing"
"73335435-6dad-5e32-a588-07f62490901c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Safe access for final stressing"
"216a226d-e33f-5bb5-a63a-20c8f77d7875","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Concrete strength (should be more than 22 MPa)"
"a63ec46b-d02f-5e6a-ba3d-b0ecf756ac39","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Anchorage and strands condition"
"948c627f-882b-5e45-bc6b-7e6ef0ab0a60","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Jack Calibration, current"
"399ce50a-83f1-5c67-af32-1c2744deddbd","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Final stressing completed"
"9bec9e93-5ad7-512b-8502-445c5b15dd04","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","Concrete test results (RCC)"
"1b3bc4f4-914c-5c2f-b235-2b4d283fdc5f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"2b7e28b1-8e2e-573d-ba4e-de57cf0ebbd5","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2A","Grouting"
"94b0bcc6-fc60-5255-ada6-99044975387e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Grouting","Safe access for grouting"
"5b84dee8-2249-54a9-acc5-c9f60c376435","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Grouting","Anchor pockets cut and sealed"
"9f00b14b-6050-5d38-bc2c-39bfcbb651da","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Grouting","Grout hoses condition"
"5f2684cc-ef1d-5c42-83b3-622f33dff56e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Grouting","Grouting completed"
"fe5f3172-0ccb-531f-b8e1-68c1f1c0e299","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2A","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"238396c3-a790-4db0-8f57-153487ae05eb","","pass","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 3"
"b9e0838c-f99a-5f5c-aa3f-ae1218cab211","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour"
"c559948b-848e-5e37-8a62-af5777919235","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"27926afa-eb9a-5dad-9db7-ef9c95a4ed25","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Anchor and dead-end setup"
"bc828335-2299-57f5-889c-51184bace4c6","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Tendon chairing"
"593e550a-c2da-5efd-b6f2-284b779fdcd7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Grout hose installation"
"773d1c3a-c65d-51a1-8303-7c0fa007164f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"85288eb5-5273-57bc-b5f1-79afb8954eed","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","Pour completed"
"9bd5d6bf-1bca-5757-bdc3-b2f5d86ab580","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"7532f3a6-13df-53a1-8909-0ab345507e71","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"16ebea8a-5638-5c0b-845b-fedfaaf780cc","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"ee564538-77f7-5d99-9272-72eda5012bcf","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing"
"1cbfe258-93fb-5368-ba20-816b25becdba","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing","Safe access for initial stressing"
"30633782-2cd5-5062-b2d1-fd66a01f17d6","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"291c0aaa-0bff-5ec8-a9cb-8f0ca6f62f73","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing","Anchorage and strands condition"
"f1898e7b-efef-531e-985a-5e701e198591","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing","Jack Calibration, current"
"fa21dade-ca59-5313-b8a3-bb38e48b8e39","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Initial Stressing","Initial stressing completed"
"90ed3b74-0211-5d69-a4be-1966bdfeb724","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 3","Final Stressing"
"bc2e3e77-ea07-59b0-9d33-5565dfc96375","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","Safe access for final stressing"
"00307ebb-9025-51b7-8a2a-24c82105586c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","Concrete strength (should be more than 22 MPa)"
"c188e924-24de-5176-b639-b4bb8f8cb64f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","Anchorage and strands condition"
"06aa2f53-9c3c-51c9-ba96-805ecf1f64a4","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","Jack Calibration, current"
"fb2499f1-d734-544a-9520-5be742d20844","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","Final stressing completed"
"00bd1154-d9eb-5cec-9c0b-1b3e5a7c5d4a","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"e9f0df08-c773-5b0f-9e3e-af9a2a897386","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 3","Grouting"
"2bdac18c-41c0-582b-a55b-8bde5d2d5563","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Grouting","Safe access for grouting"
"2e9b7ff0-c0f5-5c25-8f85-84bae25a72f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Grouting","Anchor pockets cut and sealed"
"369b8ab8-d212-56eb-9168-778c7997e1e9","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Grouting","Grout hoses condition"
"b54b009f-eb6e-55ca-b325-a98a8430b66c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Grouting","Grouting completed"
"326b374a-3178-566f-bf0d-6b3994a94304","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 3","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"8b5edf98-e995-4cdd-998d-57631d352bda","","pass","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 4"
"64ad2580-9e9e-5529-8aa4-fa9692af00b5","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour"
"b8447663-a772-553f-ade7-9b938d45bf25","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"a5a2e3e5-029c-5c96-afda-52bea56e7920","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Anchor and dead-end setup"
"0fea0797-ba0e-5a52-af86-6bbb16b44477","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Tendon chairing"
"e3c0ba65-985c-5550-97f1-f1b2a8291e14","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Grout hose installation"
"4dd736d3-0926-512c-a766-b941a1a4cda3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"746406ac-1d54-57c7-99cc-3d31eba38c49","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","Pour completed"
"cae7a539-8ba7-5956-95f5-80e09de4b2c0","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"33b11838-a37f-5c6a-a697-34072a7d0faf","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"de521a50-fdb9-5016-b0bc-c2a46748eda0","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"968d1485-5081-5e4e-924c-baa46dd92a11","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing"
"2549dfe9-832c-5c87-a7d6-a819ed5b4fe7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing","Safe access for initial stressing"
"46945300-c6e5-5827-a0c1-8313a7b4db88","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"2885bf2e-b4e0-5be6-ac2a-17ec796c4e87","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing","Anchorage and strands condition"
"e3280672-c745-5028-8624-250c27460d1b","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing","Jack Calibration, current"
"e258fe3f-9bfd-50d1-85f4-22ce0d5d8ad8","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Initial Stressing","Initial stressing completed"
"a79884bc-e369-58b3-a6db-636658ab5a2b","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 4","Final Stressing"
"12c5bfdb-2c6a-51c1-86c9-0b2d5194a5d5","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","Safe access for final stressing"
"447a0ee5-48d5-5fc7-b0a6-f13dd1f0d616","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","Concrete strength (should be more than 22 MPa)"
"0577dc73-3635-55af-b4cc-12079f600d09","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","Anchorage and strands condition"
"35d62ba9-7ca2-5934-95e1-a18f9da3f465","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","Jack Calibration, current"
"4386c915-129a-5f9a-b3dd-0867b3dc4deb","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","Final stressing completed"
"2d42a84b-719b-5b57-bba3-38f04a5cfc76","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"503dcb38-ca46-500f-99cb-0a3f8a84021b","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 4","Grouting"
"12f068fd-798a-5520-a1cb-2278fb64b691","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Grouting","Safe access for grouting"
"aa55ecba-83b5-5840-90ea-b997b9a4cd15","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Grouting","Anchor pockets cut and sealed"
"9133cbd6-fc2d-5db0-88a9-564e6732fb4e","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Grouting","Grout hoses condition"
"285398f5-87aa-50a1-bb01-b8b842f820f3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Grouting","Grouting completed"
"61abccc9-a4ba-5f8f-bf51-e94b156c5777","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 4","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"3827bde0-93ec-4e60-9683-da40bbf591e2","","work-in-progress","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2B"
"c9beaa9f-ec22-5da8-9e20-62b8fd1888bb","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour"
"363543eb-8398-5b18-a4c1-ae130d7ced10","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"ab017a5d-e4f4-5ae0-a6a7-3781223ed700","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Anchor and dead-end setup"
"5bcc438d-fa53-541c-8026-0233ba5599b5","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Tendon chairing"
"de0b2a8d-c68f-51b7-9c61-f5cd5375d0a7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Grout hose installation"
"3ba0d577-2fb9-586d-b5fe-5e3f6d2bedd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"19800619-8a73-5fb3-a01e-e2c05479ed61","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","Pour completed"
"8698d9b9-6989-5d47-be4e-cb5e257f95d5","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"05a33e0a-1925-5e04-8d5d-c5a0e8611387","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"2044b94c-8f6b-57ae-b8d5-65006f14a9f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 2B","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"bc6b1ceb-7ae3-5e90-882e-28e06eb45d3e","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 2B","Initial Stressing"
